StateNme,code,year,export50,number,for_priv,ccode,revolutionaryleader,us_troops,ccode1_x,mie(2),ccode1_y,mie(4),ccode2_x,mie(2)_against,ccode2_y,mie(4)_against,rivalries_a,rivalries_b,rebels,price,barrels,v2x_polyarchy,e_gdppc,v2svstterr,v2svindep,lagged,roll_mean3,roll_mean5,log_gdppc,troops_yj,prod_yj,riv
Kuwait,690,1975,91.52574190265292,2.0,0.0,690,0.0,0.0,690.0,1.0,690.0,1.0,690.0,4.0,690.0,4.0,,1.0,0.0,65.28105856862311,2132.0,0.288,64.606,98.333,1.0,71.55877743967767,53.13931534424592,38.86896483662728,4.168307285732511,-1.0020640125186968,0.7963435039408662,1.0
Laos,812,1975,,0.0,,812,1.0,9.0,812.0,6.0,812.0,6.0,812.0,3.0,812.0,3.0,,,0.0,65.28105856862311,,0.129,0.924,89.0,1.0,71.55877743967767,53.13931534424592,38.86896483662728,-0.07904320734045285,0.48395965944824365,,0.0
Libya,620,1975,99.99369547480062,5.0,0.0,620,1.0,0.0,620.0,2.0,620.0,2.0,620.0,2.0,620.0,2.0,1.0,2.0,0.0,65.28105856862311,1514.0,0.073,18.565,98.0,1.0,71.55877743967767,53.13931534424592,38.86896483662728,2.9212780876290436,-1.0020640125186968,0.5609599733016243,3.0
Nigeria,475,1975,93.30460707966036,0.0,0.0,475,0.0,15.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.28105856862311,1783.1999999999996,0.183,3.431,82.75,1.0,71.55877743967767,53.13931534424592,38.86896483662728,1.2328517638763126,0.6873604416375674,0.6712800263162145,1.0
Oman,698,1975,99.7888112655854,2.0,0.0,698,0.0,0.0,698.0,3.0,698.0,3.0,698.0,2.0,698.0,2.0,1.0,,1.0,65.28105856862311,341.0,0.014,9.434,93.143,1.0,71.55877743967767,53.13931534424592,38.86896483662728,2.2443201848620697,-1.0020640125186968,-0.27977591343065245,1.0
Qatar,694,1975,97.18678030907212,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.28105856862311,437.0,0.017,111.851,94.6,1.0,71.55877743967767,53.13931534424592,38.86896483662728,4.717167628441546,-1.0020640125186968,-0.15839094005099333,0.0
Saudi Arabia,670,1975,99.31661193980088,4.0,0.0,670,0.0,247.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.28105856862311,7216.4,0.012,35.889,93.2,1.0,71.55877743967767,53.13931534424592,38.86896483662728,3.580430841856877,1.4659512929954452,1.7949883209939672,1.0
Syria,652,1975,70.30796675818229,2.0,0.0,652,0.0,0.0,652.0,7.0,652.0,7.0,652.0,3.0,652.0,3.0,1.0,4.0,0.0,65.28105856862311,192.00000000000003,0.144,4.867,93.75,1.0,71.55877743967767,53.13931534424592,38.86896483662728,1.5824777308513172,-1.0020640125186968,-0.5364018615778752,5.0
Trinidad and Tobago,52,1975,87.05228530558362,2.0,1.0,52,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.28105856862311,216.0,0.56,14.224,98.5,1.0,71.55877743967767,53.13931534424592,38.86896483662728,2.654930678771549,-1.0020640125186968,-0.4864273307364232,0.0
United Arab Emirates,696,1975,,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.28105856862311,1663.8,0.016,152.583,95.0,1.0,71.55877743967767,53.13931534424592,38.86896483662728,5.027708710285544,-1.0020640125186968,0.6240744090804055,0.0
Venezuela,101,1975,94.64048616801898,3.0,1.0,101,0.0,56.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,65.28105856862311,2422.0,0.732,11.816,90.833,1.0,71.55877743967767,53.13931534424592,38.86896483662728,2.4694545452290786,1.1214623270030137,0.8886843428797765,2.0
Yemen People's Republic,680,1975,,2.0,,680,1.0,0.0,680.0,3.0,680.0,3.0,680.0,5.0,680.0,5.0,1.0,2.0,0.0,65.28105856862311,,0.094,2.466,72.2,1.0,71.55877743967767,53.13931534424592,38.86896483662728,0.9025974047421527,-1.0020640125186968,-1.8481868671366364,3.0
Algeria,615,1976,93.60567269722512,5.0,0.0,615,1.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,68.53442620482032,1144.4056612021857,0.088,8.075,76.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.08877286910872,-1.0020640125186968,0.38128923383447466,1.0
Angola,540,1976,,1.0,,540,0.0,0.0,540.0,3.0,540.0,3.0,540.0,4.0,540.0,4.0,2.0,,2.0,68.53442620482032,153.14,0.074,3.712,56.667,1.0,65.28105856862311,68.4580874043737,49.20463068193235,1.3115708149239542,-1.0020640125186968,-0.6287292690822023,2.0
Congo,484,1976,75.28312916450236,0.0,1.0,484,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,68.53442620482032,40.62295081967213,0.112,2.285,79.4,1.0,65.28105856862311,68.4580874043737,49.20463068193235,0.8263660243461681,-1.0020640125186968,-1.0843698406112496,0.0
Gabon,481,1976,78.76982826225898,2.0,1.0,481,0.0,0.0,,0.0,,0.0,481.0,1.0,481.0,1.0,,1.0,0.0,68.53442620482032,226.1706010928962,0.185,13.741,86.714,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.620384064349637,-1.0020640125186968,-0.46654448454744046,1.0
Iran,630,1976,97.61446461097567,2.0,0.0,630,0.0,1052.0,630.0,2.0,630.0,2.0,630.0,3.0,630.0,3.0,1.0,,0.0,68.53442620482032,5918.191256830602,0.106,10.134,96.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.315896107053718,1.6922200202329758,1.6137504224933885,1.0
Iraq,645,1976,33.733910347971104,5.0,0.0,645,1.0,0.0,645.0,4.0,645.0,4.0,645.0,1.0,645.0,1.0,4.0,2.0,1.0,68.53442620482032,2422.267759562841,0.05,8.277,95.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.1134805839032587,-1.0020640125186968,0.8887655162590402,6.0
Kuwait,690,1976,89.76623337152526,2.0,0.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,68.53442620482032,2198.9999999999995,0.099,62.779,98.333,1.0,65.28105856862311,68.4580874043737,49.20463068193235,4.139620622647251,-1.0020640125186968,0.8185093605658067,1.0
Laos,812,1976,,0.0,,812,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,68.53442620482032,,0.069,0.941,93.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,-0.060812139396757475,-1.0020640125186968,,0.0
Libya,620,1976,99.99984887052253,5.0,0.0,620,1.0,0.0,620.0,1.0,620.0,1.0,,0.0,,0.0,1.0,2.0,0.0,68.53442620482032,1972.0,0.073,19.856,98.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.9885062284622514,-1.0020640125186968,0.7411250717508594,3.0
Nigeria,475,1976,94.31150006603082,0.0,0.0,475,0.0,11.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,68.53442620482032,2066.786,0.182,3.521,82.75,1.0,65.28105856862311,68.4580874043737,49.20463068193235,1.2587450401729154,0.5660156812723225,0.7742407415098285,1.0
Oman,698,1976,,2.0,0.0,698,0.0,0.0,698.0,1.0,698.0,1.0,698.0,1.0,698.0,1.0,1.0,,0.0,68.53442620482032,367.0,0.014,10.199,93.286,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.322289676268381,-1.0020640125186968,-0.24451301856109364,1.0
Qatar,694,1976,98.57895115159222,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,68.53442620482032,487.0,0.017,110.799,94.6,1.0,65.28105856862311,68.4580874043737,49.20463068193235,4.707717749001698,-1.0020640125186968,-0.10324529914355321,0.0
Saudi Arabia,670,1976,99.69117164325702,4.0,0.0,670,0.0,291.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,68.53442620482032,8762.174,0.012,37.389,93.2,1.0,65.28105856862311,68.4580874043737,49.20463068193235,3.6213765435123495,1.496270036390271,1.9801849742446667,1.0
Syria,652,1976,64.69757352753848,2.0,0.0,652,0.0,0.0,652.0,3.0,652.0,3.0,652.0,9.0,652.0,9.0,1.0,4.0,0.0,68.53442620482032,201.0,0.144,4.931,93.75,1.0,65.28105856862311,68.4580874043737,49.20463068193235,1.5955418072419891,-1.0020640125186968,-0.5171216750962927,5.0
Trinidad and Tobago,52,1976,90.44747019322408,2.0,1.0,52,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,68.53442620482032,212.0,0.598,15.038,98.5,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.7105803309558354,-1.0020640125186968,-0.49444650732754375,0.0
United Arab Emirates,696,1976,,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,68.53442620482032,1936.4020000000005,0.017,152.423,95.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,5.026659550500645,-1.0020640125186968,0.7283672356989068,0.0
Venezuela,101,1976,93.82728211623244,3.0,0.0,101,0.0,62.0,101.0,1.0,101.0,1.0,,0.0,,0.0,,2.0,0.0,68.53442620482032,2370.9999999999995,0.732,12.156,90.833,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.497822875054547,1.1496101946198014,0.8730941204576455,2.0
Yemen People's Republic,680,1976,,2.0,,680,1.0,0.0,680.0,4.0,680.0,4.0,680.0,3.0,680.0,3.0,1.0,2.0,0.0,68.53442620482032,,0.094,2.65,73.8,1.0,65.28105856862311,68.4580874043737,49.20463068193235,0.9745596399981308,-1.0020640125186968,-1.8481868671366364,3.0
Algeria,615,1977,95.99430945117771,5.0,0.0,615,1.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,69.98123005993229,1224.7908493150685,0.19,8.535,76.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.144175356246404,-1.0020640125186968,0.4238557288802987,1.0
Angola,540,1977,,1.0,,540,0.0,0.0,540.0,15.0,540.0,15.0,540.0,19.0,540.0,19.0,2.0,,2.0,69.98123005993229,143.36827397260276,0.073,3.57,56.667,1.0,68.53442620482032,67.93223827779191,59.586720459498075,1.2725655957915476,-1.0020640125186968,-0.6547764928845466,2.0
Congo,484,1977,54.51643338001561,0.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,31.792109589041097,0.089,2.218,79.4,1.0,68.53442620482032,67.93223827779191,59.586720459498075,0.7966058889281753,-1.0020640125186968,-1.1541303165667083,0.0
Gabon,481,1977,81.06888233261277,2.0,1.0,481,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,69.98123005993229,225.6486849315069,0.185,13.223,86.714,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.581957737574686,0.23074012503401078,-0.46754771645045967,1.0
Iran,630,1977,99.15105768272394,2.0,0.0,630,0.0,931.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,69.98123005993229,5713.95890410959,0.106,9.545,96.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.2560174571777107,1.6764198331125495,1.5824743480030858,1.0
Iraq,645,1977,,5.0,0.0,645,1.0,0.0,,0.0,,0.0,,0.0,,0.0,4.0,2.0,2.0,69.98123005993229,2358.120547945205,0.049,8.592,95.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.150831537766509,-1.0020640125186968,0.8691156932003772,6.0
Kuwait,690,1977,88.35903519592662,2.0,0.0,690,0.0,17.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,69.98123005993229,2024.0,0.098,60.359,98.333,1.0,68.53442620482032,67.93223827779191,59.586720459498075,4.100310066499321,0.7343216856944987,0.7594423039624836,1.0
Laos,812,1977,,0.0,,812,1.0,3.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,,0.069,0.933,93.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,-0.06935007813479317,0.0026611320130974594,,0.0
Libya,620,1977,99.99771724577336,6.0,0.0,620,1.0,0.0,620.0,15.0,620.0,15.0,620.0,10.0,620.0,10.0,1.0,2.0,0.0,69.98123005993229,2108.0,0.073,20.892,98.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,3.0393663105740525,-1.0020640125186968,0.7882713551582374,3.0
Nigeria,475,1977,93.0631730745096,0.0,0.0,475,0.0,14.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,69.98123005993229,2085.099,0.189,3.607,82.75,1.0,68.53442620482032,67.93223827779191,59.586720459498075,1.282876401921402,0.6609719637723164,0.7805017708849443,1.0
Oman,698,1977,,2.0,0.0,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,69.98123005993229,340.0,0.015,10.523,98.286,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.353563337758675,-1.0020640125186968,-0.2811733801128615,1.0
Qatar,694,1977,,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,435.00000000000006,0.017,103.954,94.6,1.0,68.53442620482032,67.93223827779191,59.586720459498075,4.643948493602164,-1.0020640125186968,-0.16069690769387943,0.0
Saudi Arabia,670,1977,99.66142980262232,4.0,0.0,670,0.0,366.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,69.98123005993229,9418.905,0.012,37.719,93.2,1.0,68.53442620482032,67.93223827779191,59.586720459498075,3.6301639462791537,1.5364715297544045,2.051196679670814,1.0
Syria,652,1977,60.57916135787218,3.0,0.0,652,0.0,9.0,652.0,2.0,652.0,2.0,652.0,3.0,652.0,3.0,1.0,4.0,0.0,69.98123005993229,183.0,0.144,4.753,93.75,1.0,68.53442620482032,67.93223827779191,59.586720459498075,1.5587759976318725,0.48395965944824365,-0.5563964976784844,5.0
Trinidad and Tobago,52,1977,91.61562665298707,2.0,1.0,52,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,229.00000000000003,0.648,15.898,98.5,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.766193315150921,-1.0020640125186968,-0.4611368606301769,0.0
United Arab Emirates,696,1977,,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,1998.71,0.019,152.55,95.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,5.027492411162679,-1.0020640125186968,0.7505801961527926,0.0
Venezuela,101,1977,92.61105745765704,3.0,0.0,101,0.0,43.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,69.98123005993229,2314.0,0.732,12.385,90.833,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.516486062941323,1.0449394359875597,0.855357273853585,2.0
Yemen People's Republic,680,1977,,3.0,,680,1.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,0.0,69.98123005993229,,0.093,2.831,73.8,1.0,68.53442620482032,67.93223827779191,59.586720459498075,1.0406300061297626,0.4346195033231767,-1.8481868671366364,3.0
Algeria,615,1978,96.06850218811717,5.0,0.0,615,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,65.4867021182001,1252.7296712328769,0.195,9.069,76.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.2048620044654306,-1.0020640125186968,0.4381403020369666,1.0
Angola,540,1978,65.73949947884242,1.0,0.0,540,0.0,0.0,540.0,1.0,540.0,1.0,540.0,6.0,540.0,6.0,2.0,,2.0,65.4867021182001,131.32956164383563,0.073,3.428,56.667,1.0,69.98123005993229,68.0007861276509,68.1684388782507,1.2319770007355333,-1.0020640125186968,-0.6888291140390914,2.0
Congo,484,1978,62.90706650358391,0.0,1.0,484,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,47.13534246575343,0.089,2.279,79.4,1.0,69.98123005993229,68.0007861276509,68.1684388782507,0.8237367502635472,0.3109571970130073,-1.0400129275639254,0.0
Gabon,481,1978,72.50135444720387,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.4867021182001,212.2904109589041,0.185,12.288,86.714,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.508623176405316,0.3109571970130073,-0.4938603573329247,1.0
Iran,630,1978,,2.0,0.0,630,0.0,906.0,630.0,1.0,630.0,1.0,630.0,1.0,630.0,1.0,1.0,,0.0,65.4867021182001,5302.054794520549,0.11,8.394,96.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.1275171649113993,1.6728270606110867,1.516644458519282,1.0
Iraq,645,1978,,4.0,0.0,645,1.0,0.0,,0.0,,0.0,,0.0,,0.0,4.0,2.0,2.0,65.4867021182001,2573.5506849315066,0.049,9.424,95.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.243259626909231,-1.0020640125186968,0.9335493403162984,6.0
Kuwait,690,1978,88.55109907198118,2.0,0.0,690,0.0,14.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.4867021182001,2182.0,0.098,58.636,98.333,1.0,69.98123005993229,68.0007861276509,68.1684388782507,4.071348842427785,0.6609719637723164,0.8129355767150028,1.0
Laos,812,1978,,0.0,,812,1.0,0.0,812.0,1.0,812.0,1.0,812.0,1.0,812.0,1.0,,,0.0,65.4867021182001,,0.069,0.933,93.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,-0.06935007813479317,-1.0020640125186968,,0.0
Libya,620,1978,99.72036435949175,6.0,0.0,620,1.0,0.0,620.0,1.0,620.0,1.0,620.0,11.0,620.0,11.0,1.0,2.0,0.0,65.4867021182001,2023.0,0.073,21.407,98.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,3.0637179713450853,-1.0020640125186968,0.7590935282352382,3.0
Nigeria,475,1978,90.27401390308736,1.0,0.0,475,0.0,16.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.4867021182001,1896.992,0.201,3.557,82.75,1.0,69.98123005993229,68.0007861276509,68.1684388782507,1.268917492966318,0.711723131457646,0.7140281954071099,1.0
Oman,698,1978,,2.0,0.0,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,65.4867021182001,314.0,0.015,10.661,98.286,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.366592222968338,-1.0020640125186968,-0.31868222465734397,1.0
Qatar,694,1978,96.88266963396978,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,484.0,0.017,100.505,94.6,1.0,69.98123005993229,68.0007861276509,68.1684388782507,4.61020747750536,-1.0020640125186968,-0.106426573405965,0.0
Saudi Arabia,670,1978,99.18434745482564,4.0,0.0,670,0.0,412.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.4867021182001,8554.082,0.012,36.642,93.2,1.0,69.98123005993229,68.0007861276509,68.1684388782507,3.601195123469053,1.5562626076425257,1.9568188803478257,1.0
Syria,652,1978,62.80270051904366,3.0,0.0,652,0.0,11.0,652.0,1.0,652.0,1.0,652.0,3.0,652.0,3.0,1.0,4.0,0.0,65.4867021182001,178.99999999999997,0.144,4.663,93.75,1.0,69.98123005993229,68.0007861276509,68.1684388782507,1.539659017826184,0.5660156812723225,-0.5655286107934049,5.0
Trinidad and Tobago,52,1978,89.55618640687246,2.0,1.0,52,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,230.0,0.657,16.919,98.5,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.828437250776659,-1.0020640125186968,-0.4592380411255129,0.0
United Arab Emirates,696,1978,94.9120964679524,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,1830.501,0.019,145.274,95.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,4.978621614440661,-1.0020640125186968,0.6893006272966308,0.0
Venezuela,101,1978,94.46787363414772,3.0,0.0,101,0.0,36.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,65.4867021182001,2227.0,0.738,12.274,90.833,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.5074832039669053,0.9905695912500116,0.8276169208437315,2.0
Yemen People's Republic,680,1978,,3.0,,680,1.0,21.0,680.0,1.0,680.0,1.0,680.0,2.0,680.0,2.0,1.0,2.0,0.0,65.4867021182001,,0.091,2.969,72.6,1.0,69.98123005993229,68.0007861276509,68.1684388782507,1.0882251957816227,0.8108898213831084,-1.8481868671366364,3.0
Algeria,615,1979,97.73095783838376,5.0,0.0,615,0.0,2.0,615.0,2.0,615.0,2.0,615.0,1.0,615.0,1.0,1.0,,0.0,132.71259252565966,1282.8773013698626,0.192,9.556,76.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.257169229463563,-0.17539970459416257,0.4532783800573317,1.0
Angola,540,1979,71.90704200557153,3.0,0.0,540,0.0,0.0,540.0,4.0,540.0,4.0,540.0,7.0,540.0,7.0,2.0,,2.0,132.71259252565966,146.16986301369866,0.073,3.384,56.667,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.2190584417439767,-1.0020640125186968,-0.6471715043686226,2.0
Congo,484,1979,85.16284606815901,0.0,1.0,484,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,53.575232876712334,0.101,2.479,79.4,1.0,65.4867021182001,89.39350823459735,80.39920189544709,0.9078552530530535,0.3109571970130073,-1.0005390428663565,0.0
Gabon,481,1979,78.09748260647963,2.0,1.0,481,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,132.71259252565966,196.2284383561644,0.188,12.258,86.714,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.5061787850635397,0.37773247023791245,-0.5272581034752328,1.0
Iran,630,1979,,2.0,0.0,630,1.0,32.0,630.0,7.0,630.0,7.0,630.0,8.0,630.0,8.0,3.0,1.0,3.0,132.71259252565966,3217.5890410958905,0.161,7.27,96.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.9837562915454279,0.9532142140401649,1.103915052429549,4.0
Iraq,645,1979,,4.0,0.0,645,1.0,0.0,645.0,8.0,645.0,8.0,645.0,4.0,645.0,4.0,4.0,2.0,2.0,132.71259252565966,3488.550684931507,0.046,10.501,95.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.351470490723856,-1.0020640125186968,1.167686273398064,6.0
Kuwait,690,1979,89.752426503182,2.0,0.0,690,0.0,20.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,132.71259252565966,2623.0,0.097,59.555,98.333,1.0,65.4867021182001,89.39350823459735,80.39920189544709,4.086900255332864,0.7935161546476001,0.9477422381798277,1.0
Laos,812,1979,,0.0,,812,1.0,0.0,812.0,1.0,812.0,1.0,812.0,10.0,812.0,10.0,,,0.0,132.71259252565966,,0.069,0.941,93.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,-0.060812139396757475,-1.0020640125186968,,0.0
Libya,620,1979,99.5684979390095,6.0,0.0,620,1.0,0.0,620.0,6.0,620.0,6.0,620.0,14.0,620.0,14.0,1.0,2.0,0.0,132.71259252565966,2139.0,0.073,21.359,98.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,3.0614731965166677,-1.0020640125186968,0.7986845331473865,3.0
Nigeria,475,1979,95.10121559773094,1.0,0.0,475,0.0,18.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,132.71259252565966,2301.995,0.268,3.519,82.75,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.2581768583394481,0.7553717205035912,0.8515783062495186,1.0
Oman,698,1979,94.71523859541206,2.0,0.0,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,132.71259252565966,295.00000000000006,0.015,11.04,98.286,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.401525040848949,-1.0020640125186968,-0.3476504929778327,1.0
Qatar,694,1979,92.02835754630313,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,506.0,0.017,97.045,94.6,1.0,65.4867021182001,89.39350823459735,80.39920189544709,4.57517478845269,-1.0020640125186968,-0.08344388237367026,0.0
Saudi Arabia,670,1979,99.09780330421168,4.0,0.0,670,0.0,419.0,670.0,1.0,670.0,1.0,,0.0,,0.0,,2.0,1.0,132.71259252565966,9841.627,0.014,36.67,93.2,1.0,65.4867021182001,89.39350823459735,80.39920189544709,3.6019589820832345,1.5590272782673402,2.0948866301478444,2.0
Syria,652,1979,72.13045353064285,3.0,0.0,652,0.0,11.0,652.0,5.0,652.0,5.0,652.0,1.0,652.0,1.0,1.0,4.0,1.0,132.71259252565966,167.00000000000003,0.144,4.589,93.75,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.5236621354126965,0.5660156812723225,-0.5939094331438245,5.0
Trinidad and Tobago,52,1979,90.80137926746544,2.0,1.0,52,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,214.00000000000003,0.657,17.823,98.5,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.880489758041714,-1.0020640125186968,-0.49042237451694715,0.0
United Arab Emirates,696,1979,92.02700229471736,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,1830.6900000000005,0.019,148.039,95.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,4.997475752564041,-1.0020640125186968,0.6893719001096099,0.0
Venezuela,101,1979,92.76331746831212,3.0,0.0,101,0.0,28.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,132.71259252565966,2424.9999999999995,0.736,12.23,90.833,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.503891949699081,0.9095798201511706,0.8895934164452222,2.0
Yemen People's Republic,680,1979,,6.0,,680,1.0,15.0,680.0,3.0,680.0,3.0,680.0,3.0,680.0,3.0,1.0,2.0,1.0,132.71259252565966,,0.09,3.071,72.6,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.1220032414586854,0.6873604416375674,-1.8481868671366364,3.0
Algeria,615,1980,98.4451750621616,5.0,0.0,615,0.0,0.0,,0.0,,0.0,615.0,1.0,615.0,1.0,1.0,,0.0,136.17747504447394,1134.182393442623,0.196,9.813,74.0,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.283708037224357,-1.0020640125186968,0.3757101317661729,1.0
Angola,540,1980,77.96925027878314,3.0,0.0,540,0.0,0.0,540.0,2.0,540.0,2.0,540.0,14.0,540.0,14.0,2.0,,1.0,136.17747504447394,150.3865573770492,0.073,3.361,53.333,1.0,132.71259252565966,111.45892322944457,94.57848519061727,1.2122385487429688,-1.0020640125186968,-0.6359352907528685,2.0
Congo,484,1980,89.58051055486892,0.0,1.0,484,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,,0.0,136.17747504447394,61.28262295081967,0.114,2.756,79.4,1.0,132.71259252565966,111.45892322944457,94.57848519061727,1.013780353151412,0.37773247023791245,-0.9578148365089338,0.0
Gabon,481,1980,87.9453224602987,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,136.17747504447394,177.65696721311477,0.184,12.583,86.714,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.5323466966098307,0.3109571970130073,-0.5686302815555034,1.0
Iran,630,1980,,0.0,0.0,630,1.0,21.0,630.0,34.0,630.0,34.0,630.0,27.0,630.0,27.0,3.0,1.0,3.0,136.17747504447394,1478.9617486338798,0.169,6.017,93.2,1.0,132.71259252565966,111.45892322944457,94.57848519061727,1.7945887962382148,0.8108898213831084,0.5454991163759821,4.0
Iraq,645,1980,,3.0,0.0,645,1.0,0.0,645.0,22.0,645.0,22.0,645.0,29.0,645.0,29.0,4.0,2.0,2.0,136.17747504447394,2657.51912568306,0.047,10.704,95.6,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.3706175033858727,-1.0020640125186968,0.9575267399482643,6.0
