StateNme,code,year,export50,number,for_priv,ccode,revolutionaryleader,us_troops,ccode1_x,mie(2),ccode1_y,mie(4),ccode2_x,mie(2)_against,ccode2_y,mie(4)_against,rivalries_a,rivalries_b,rebels,price,barrels,v2x_polyarchy,e_gdppc,v2svstterr,v2svindep,lagged,roll_mean3,roll_mean5,log_gdppc,troops_yj,prod_yj,riv
Trinidad and Tobago,52,1989,,2.0,1.0,52,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.79853910179146,149.00000000000003,0.729,12.014,98.5,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.4860726364279695,0.37773247023791245,-0.6396028086210666,0.0
United Arab Emirates,696,1989,,3.0,0.0,696,0.0,34.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.79853910179146,1819.001,0.022,83.592,95.0,1.0,38.452412246225066,44.22904294370147,50.17396696181263,4.42594782173181,0.9725734793264044,0.6849530888615405,0.0
Venezuela,101,1989,,3.0,0.0,101,0.0,40.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,44.79853910179146,2012.0,0.74,9.696,90.833,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.2717134293269585,1.0230949350614988,0.7552480976842407,2.0
Yemen People's Republic,680,1989,,8.0,,,,25.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,0.0,44.79853910179146,178.00000000000003,0.17,1.904,72.6,1.0,38.452412246225066,44.22904294370147,50.17396696181263,0.6439569363691735,0.8714678505497172,-0.5678363390157719,2.0
Algeria,615,1990,,3.0,0.0,615,0.0,13.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,55.3297661676159,1366.5965205479454,0.354,8.501,74.0,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.140183803635222,0.6322362818280213,0.49390978154710447,1.0
Angola,540,1990,93.47768034227012,5.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,55.3297661676159,474.6460273972602,0.076,3.048,60.0,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.1144856378244,-1.0020640125186968,-0.11644529849495502,1.0
Congo,484,1990,,1.0,1.0,484,0.0,8.0,,0.0,,0.0,,0.0,,0.0,,,0.0,55.3297661676159,155.74060273972603,0.158,3.101,82.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.1317246401183119,0.4346195033231767,-0.6220148499827286,0.0
Gabon,481,1990,,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,55.3297661676159,270.22967123287674,0.22,10.495,86.714,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.3508989532725963,0.3109571970130073,-0.3876792173501516,1.0
Iran,630,1990,,0.0,0.0,630,1.0,0.0,,0.0,,0.0,,0.0,,0.0,3.0,1.0,2.0,55.3297661676159,3270.178082191781,0.162,4.908,91.611,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.590866526848665,-1.0020640125186968,1.116610967591809,4.0
Iraq,645,1990,,4.0,0.0,645,1.0,7.0,645.0,8.0,645.0,8.0,645.0,5.0,645.0,5.0,4.0,2.0,2.0,55.3297661676159,2148.9479452054798,0.081,5.66,94.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.7334238922150915,0.37773247023791245,0.8020011990190827,6.0
Kuwait,690,1990,92.3064909934966,2.0,0.0,690,0.0,14.0,690.0,1.0,690.0,1.0,690.0,5.0,690.0,5.0,,1.0,0.0,55.3297661676159,964.0,0.088,22.076,67.333,1.0,44.79853910179146,46.19357250521082,45.62620662642093,3.094491045577255,0.6609719637723164,0.2765217767017226,1.0
Laos,812,1990,,0.0,,812,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,55.3297661676159,,0.116,1.433,95.429,1.0,44.79853910179146,46.19357250521082,45.62620662642093,0.3597701488460348,-1.0020640125186968,,0.0
Libya,620,1990,,6.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,55.3297661676159,1423.9999999999998,0.072,13.321,93.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.5893417373693257,-1.0020640125186968,0.5206616061153788,2.0
Nigeria,475,1990,,2.0,0.0,475,0.0,13.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,55.3297661676159,1786.7010000000002,0.205,1.878,82.75,1.0,44.79853910179146,46.19357250521082,45.62620662642093,0.6302073807860711,0.6322362818280213,0.6726265127131866,1.0
Oman,698,1990,91.8682373750537,2.0,0.0,698,0.0,28.0,,0.0,,0.0,,0.0,,0.0,,,0.0,55.3297661676159,694.9999999999999,0.015,14.572,98.857,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.6791018791463173,0.9095798201511706,0.08739136158560337,0.0
Qatar,694,1990,,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,55.3297661676159,433.81369863013697,0.016,30.724,94.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,3.4250441081364356,-1.0020640125186968,-0.1620685944499994,1.0
Saudi Arabia,670,1990,,6.0,0.0,670,0.0,30831.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,0.0,55.3297661676159,7105.5,0.013,20.733,99.091,1.0,44.79853910179146,46.19357250521082,45.62620662642093,3.031726633777367,1.9715156879456859,1.7805488980117867,3.0
Syria,652,1990,,5.0,0.0,652,0.0,12.0,,0.0,,0.0,,0.0,,0.0,1.0,4.0,0.0,55.3297661676159,406.7293150684933,0.145,3.139,93.75,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.1439042778598165,0.6007530582217155,-0.19420969862789794,5.0
Trinidad and Tobago,52,1990,,2.0,1.0,52,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,1.0,55.3297661676159,150.0,0.736,11.86,98.5,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.4731713935695794,0.3109571970130073,-0.6369551129247045,0.0
United Arab Emirates,696,1990,,3.0,0.0,696,0.0,37.0,696.0,1.0,696.0,1.0,696.0,1.0,696.0,1.0,,,0.0,55.3297661676159,1984.628,0.022,90.741,95.0,1.0,44.79853910179146,46.19357250521082,45.62620662642093,4.5080092946732195,0.9991082694882871,0.7456076422734592,0.0
Venezuela,101,1990,80.06179554149583,3.0,0.0,101,0.0,44.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,55.3297661676159,2244.0,0.743,9.907,90.833,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.293241577990893,1.051802049818216,0.8331030455524401,2.0
Yemen People's Republic,680,1990,,8.0,1.0,,,37.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,0.0,55.3297661676159,182.0,0.225,1.819,75.809,1.0,44.79853910179146,46.19357250521082,45.62620662642093,0.5982868995359851,0.9991082694882871,-0.5586648988278056,3.0
Algeria,615,1991,,3.0,0.0,615,0.0,11.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,44.74804109157825,1372.6657534246574,0.354,8.294,74.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.1155323618241897,0.5660156812723225,0.49677918115988157,1.0
Angola,540,1991,94.83153609216892,4.0,0.0,540,0.0,1.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,44.74804109157825,497.6677808219178,0.084,2.934,60.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.07636667972079,-0.45168576733783894,-0.09205504114399773,1.0
Azerbaijan,373,1991,,0.0,,373,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,44.74804109157825,239.72057534246576,0.182,7.53,98.333,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.018895041811802,-1.0020640125186968,-0.44110663210215534,1.0
Congo,484,1991,,1.0,1.0,484,0.0,8.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,156.22553424657534,0.254,3.096,81.6,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.1301109557274807,0.4346195033231767,-0.6207724456266829,0.0
Gabon,481,1991,,2.0,1.0,481,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.74804109157825,294.5629589041096,0.312,10.738,86.714,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.3737888520003776,0.23074012503401078,-0.3483336866773219,1.0
Iran,630,1991,,0.0,0.0,630,1.0,0.0,,0.0,,0.0,630.0,2.0,630.0,2.0,3.0,1.0,2.0,44.74804109157825,3499.561643835616,0.162,5.37,91.611,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.6808279085207734,-1.0020640125186968,1.170194878478841,4.0
Iraq,645,1991,,3.0,0.0,645,1.0,0.0,645.0,23.0,645.0,23.0,645.0,41.0,645.0,41.0,4.0,2.0,3.0,44.74804109157825,285.3561643835617,0.08,3.32,82.647,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.199964782928397,-1.0020640125186968,-0.36291250147090287,6.0
Kazakhstan,705,1991,,2.0,,705,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,44.74804109157825,588.6821917808219,0.293,10.806,99.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.3801015354218737,-1.0020640125186968,-0.00347256532133336,1.0
Kuwait,690,1991,80.3551324145307,2.0,0.0,690,0.0,24.0,690.0,4.0,690.0,4.0,690.0,11.0,690.0,11.0,,1.0,0.0,44.74804109157825,185.0,0.11,19.47,67.333,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.968874819384108,0.8574958640791814,-0.5518883863496211,1.0
Laos,812,1991,,0.0,,812,1.0,12.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,,0.084,1.47,95.429,1.0,55.3297661676159,48.29211545366187,46.55298721805971,0.3852624007906449,0.6007530582217155,,0.0
Libya,620,1991,,6.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,44.74804109157825,1439.0,0.072,13.934,93.6,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.634331896607927,-1.0020640125186968,0.5275132880063652,2.0
Nigeria,475,1991,,2.0,0.0,475,0.0,12.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.74804109157825,1963.1,0.207,1.835,82.75,1.0,55.3297661676159,48.29211545366187,46.55298721805971,0.6070444815065336,0.6007530582217155,0.7379523716856969,1.0
Oman,698,1991,87.40250766685624,2.0,0.0,698,0.0,26.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,715.9999999999999,0.015,14.703,98.857,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.68805155459552,0.8847701031021495,0.10403912872873294,0.0
Qatar,694,1991,85.2293691635675,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.74804109157825,419.5895890410959,0.016,30.107,94.6,1.0,55.3297661676159,48.29211545366187,46.55298721805971,3.4047577028569127,-1.0020640125186968,-0.17874721394843854,1.0
Russia,365,1991,,26.0,,365,1.0,56.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,9263.695999999998,0.255,16.345,97.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.7939220401761737,1.1214623270030137,2.0347711389610863,0.0
Saudi Arabia,670,1991,94.09350510230178,5.0,0.0,670,0.0,14617.0,,0.0,,0.0,670.0,3.0,670.0,3.0,1.0,2.0,0.0,44.74804109157825,8819.8,0.013,22.143,99.091,1.0,55.3297661676159,48.29211545366187,46.55298721805971,3.097521419456025,1.9300649457679273,1.986579060481288,3.0
Syria,652,1991,,6.0,0.0,652,0.0,9.0,,0.0,,0.0,652.0,1.0,652.0,1.0,1.0,3.0,0.0,44.74804109157825,471.9835616438356,0.145,3.122,93.75,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.1384738220932402,0.48395965944824365,-0.1193250504594004,4.0
Trinidad and Tobago,52,1991,66.08534795560963,2.0,1.0,52,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,149.0,0.75,11.81,98.5,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.468946630209271,0.3109571970130073,-0.6396028086210666,0.0
Turkmenistan,701,1991,,0.0,,701,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,113.0958904109589,0.177,8.301,99.111,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.1163759894728984,-1.0020640125186968,-0.7453292680283566,0.0
United Arab Emirates,696,1991,7.297511104679347,3.0,0.0,696,0.0,39.0,,0.0,,0.0,696.0,1.0,696.0,1.0,,,0.0,44.74804109157825,2274.408,0.022,96.463,95.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,4.569159515131697,1.015355387570455,0.8428358234640475,0.0
Venezuela,101,1991,80.85054499224921,3.0,0.0,101,0.0,34.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,44.74804109157825,2501.0000000000005,0.748,10.106,90.833,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.3131293068697167,0.9725734793264044,0.9123360935849787,2.0
Yemen People's Republic,680,1991,,0.0,1.0,,,12.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.74804109157825,197.0,0.284,1.785,71.2,1.0,55.3297661676159,48.29211545366187,46.55298721805971,0.5794184152316023,0.6007530582217155,-0.5256061730999997,1.0
Algeria,615,1992,96.60812467479352,3.0,0.0,615,0.0,12.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,41.955739318426986,1320.565573770492,0.19,8.142,74.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.097035850080787,0.6007530582217155,0.4718177652103871,1.0
Angola,540,1992,,4.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,41.955739318426986,549.7369672131148,0.15,2.785,60.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.0242478733792475,-1.0020640125186968,-0.039971140263977675,1.0
Azerbaijan,373,1992,,2.0,,373,0.0,0.0,,0.0,,0.0,373.0,15.0,373.0,15.0,,1.0,1.0,41.955739318426986,227.53718579234973,0.366,5.989,92.667,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.7899244532823253,-1.0020640125186968,-0.46392611230512343,1.0
Congo,484,1992,,1.0,1.0,484,0.0,9.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,167.09573770491804,0.335,2.96,81.6,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.085189268335969,0.48395965944824365,-0.5936768403989345,0.0
Gabon,481,1992,,2.0,1.0,481,0.0,8.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,41.955739318426986,288.6451366120219,0.327,10.664,86.714,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.3668735828764076,0.4346195033231767,-0.3576630474028983,1.0
Iran,630,1992,,0.0,0.0,630,1.0,0.0,630.0,7.0,630.0,7.0,630.0,1.0,630.0,1.0,3.0,1.0,2.0,41.955739318426986,3523.0163934426228,0.161,5.651,91.611,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.7318325206477063,-1.0020640125186968,1.1755180801940854,4.0
Iraq,645,1992,,2.0,0.0,645,1.0,1.0,645.0,3.0,645.0,3.0,645.0,13.0,645.0,13.0,4.0,2.0,2.0,41.955739318426986,531.2612021857924,0.08,3.313,80.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.1978541233177589,-0.45168576733783894,-0.05799443863685855,6.0
Kazakhstan,705,1992,,8.0,,705,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,41.955739318426986,568.8825136612022,0.289,10.177,93.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.3201302722097945,-1.0020640125186968,-0.02178528888918434,1.0
Kuwait,690,1992,94.52764164981518,2.0,0.0,690,0.0,1980.0,690.0,2.0,690.0,2.0,690.0,1.0,690.0,1.0,,1.0,0.0,41.955739318426986,1076.9999999999998,0.202,26.029,97.889,1.0,44.74804109157825,47.34451552587371,45.05689958512754,3.2592113010576034,1.7660097202996767,0.34376066565271945,1.0
Laos,812,1992,,1.0,,812,1.0,19.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,,0.084,1.51,95.429,1.0,44.74804109157825,47.34451552587371,45.05689958512754,0.412109650826833,0.7750528503893327,,0.0
Libya,620,1992,,6.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,41.955739318426986,1473.0,0.072,14.114,93.6,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.6471672125786387,-1.0020640125186968,0.5428401051289012,2.0
Nigeria,475,1992,,2.0,0.0,475,0.0,16.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,41.955739318426986,2032.0,0.226,1.798,82.75,1.0,44.74804109157825,47.34451552587371,45.05689958512754,0.5866749360494286,0.711723131457646,0.762227684949729,1.0
Oman,698,1992,83.74090195773451,2.0,0.0,698,0.0,25.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,748.0,0.015,15.302,98.857,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.72798353880966,0.8714678505497172,0.1286904712522626,0.0
Qatar,694,1992,85.65847994338279,3.0,0.0,694,0.0,0.0,,0.0,,0.0,694.0,3.0,694.0,3.0,,1.0,0.0,41.955739318426986,495.3169398907104,0.016,31.074,94.6,1.0,44.74804109157825,47.34451552587371,45.05689958512754,3.4363714566698094,-1.0020640125186968,-0.09450486594655996,1.0
Russia,365,1992,,38.0,,365,1.0,59.0,365.0,15.0,365.0,15.0,365.0,7.0,365.0,7.0,,,0.0,41.955739318426986,7978.186338797815,0.496,15.199,96.8,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.721229636214324,1.1359855949713151,1.8897574755749231,0.0
Saudi Arabia,670,1992,88.08155402858186,4.0,0.0,670,0.0,1801.0,670.0,3.0,670.0,3.0,,0.0,,0.0,1.0,2.0,0.0,41.955739318426986,9091.7,0.013,23.009,99.091,1.0,44.74804109157825,47.34451552587371,45.05689958512754,3.1358854437373958,1.7557563803390612,2.0163164436312657,3.0
Syria,652,1992,,6.0,0.0,652,0.0,12.0,,0.0,,0.0,,0.0,,0.0,1.0,3.0,0.0,41.955739318426986,514.3770491803278,0.144,3.185,93.75,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.1584522890241267,0.6007530582217155,-0.0748969448836477,4.0
Trinidad and Tobago,52,1992,65.35572720719652,2.0,1.0,52,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,144.0,0.761,11.93,98.5,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.4790562361098245,0.3109571970130073,-0.6530516703706479,0.0
Turkmenistan,701,1992,,3.0,0.0,701,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,108.79781420765028,0.162,7.397,99.111,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.0010745126057308,-1.0020640125186968,-0.7596647616031897,0.0
United Arab Emirates,696,1992,10.30426867467067,3.0,0.0,696,0.0,38.0,,0.0,,0.0,696.0,3.0,696.0,3.0,,,0.0,41.955739318426986,2494.67,0.024,95.734,95.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,4.561573512270013,1.007364799154939,0.9104625961755997,0.0
Venezuela,101,1992,79.9198010311707,3.0,0.0,101,0.0,35.0,,0.0,,0.0,,0.0,,0.0,,2.0,1.0,41.955739318426986,2499.0,0.741,10.241,90.833,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.3263992710933006,0.9817310963705571,0.9117445511381935,2.0
Yemen People's Republic,680,1992,,0.0,1.0,,,9.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,41.955739318426986,183.9584699453552,0.283,1.776,71.2,1.0,44.74804109157825,47.34451552587371,45.05689958512754,0.5743636445699783,0.48395965944824365,-0.554231309508023,1.0
Algeria,615,1993,95.85586696523,3.0,0.0,615,0.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,35.797753564214055,1321.5794520547945,0.174,7.86,74.0,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.061786606441115,0.4346195033231767,0.47231077976321256,1.0
Angola,540,1993,,4.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,35.797753564214055,503.6769863013699,0.158,2.411,56.667,1.0,41.955739318426986,40.8338446580731,44.52596784872533,0.880041599199034,-1.0020640125186968,-0.08583350041672191,1.0
Azerbaijan,373,1993,,7.0,0.0,373,0.0,0.0,373.0,1.0,373.0,1.0,373.0,8.0,373.0,8.0,,1.0,2.0,35.797753564214055,207.4040821917808,0.31,4.624,83.462,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.5312601313700762,-1.0020640125186968,-0.5038066975703159,1.0
Congo,484,1993,94.3894815890217,1.0,1.0,484,0.0,7.0,,0.0,,0.0,484.0,1.0,484.0,1.0,,,1.0,35.797753564214055,185.0110684931507,0.465,2.837,81.6,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.0427471558267143,0.37773247023791245,-0.5518635427659416,0.0
Gabon,481,1993,89.32010116440809,2.0,1.0,481,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,35.797753564214055,304.8770684931507,0.33,10.606,86.714,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.3614198787149383,0.23074012503401078,-0.33241620431602364,1.0
Iran,630,1993,,0.0,0.0,630,1.0,0.0,630.0,7.0,630.0,7.0,630.0,3.0,630.0,3.0,3.0,1.0,2.0,35.797753564214055,3712.164383561644,0.163,5.838,91.611,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.764388272431923,-1.0020640125186968,1.2174662000094876,4.0
Iraq,645,1993,,2.0,0.0,645,1.0,0.0,645.0,16.0,645.0,16.0,645.0,55.0,645.0,55.0,4.0,2.0,2.0,35.797753564214055,455.27561643835617,0.081,3.65,80.0,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.2947271675944,-1.0020640125186968,-0.13769100129722164,6.0
Kazakhstan,705,1993,,16.0,,705,0.0,0.0,705.0,4.0,705.0,4.0,,0.0,,0.0,1.0,,0.0,35.797753564214055,507.3561643835616,0.303,8.974,93.0,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.1943315075537915,-1.0020640125186968,-0.08205277971322074,1.0
Kuwait,690,1993,95.0670898289958,2.0,0.0,690,0.0,233.0,690.0,5.0,690.0,5.0,690.0,9.0,690.0,9.0,,1.0,0.0,35.797753564214055,1945.0,0.284,34.631,97.889,1.0,41.955739318426986,40.8338446580731,44.52596784872533,3.5447492346939127,1.4548298641438513,0.7314652808688085,1.0
Laos,812,1993,,1.0,,812,1.0,2.0,,0.0,,0.0,,0.0,,0.0,,,0.0,35.797753564214055,,0.086,1.566,95.429,1.0,41.955739318426986,40.8338446580731,44.52596784872533,0.4485245975686114,-0.17539970459416257,,0.0
Libya,620,1993,,4.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,35.797753564214055,1402.0000000000002,0.072,14.085,93.111,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.645110401328336,-1.0020640125186968,0.5105100044431282,1.0
Nigeria,475,1993,,2.0,0.0,475,0.0,16.0,,0.0,,0.0,475.0,1.0,475.0,1.0,,1.0,0.0,35.797753564214055,2018.2,0.232,1.698,82.75,1.0,41.955739318426986,40.8338446580731,44.52596784872533,0.5294510878891555,0.711723131457646,0.7574175315878565,1.0
Oman,698,1993,78.90247199052887,2.0,0.0,698,0.0,26.0,,0.0,,0.0,,0.0,,0.0,,,0.0,35.797753564214055,785.0,0.015,15.422,98.857,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.735795061410769,0.8847701031021495,0.15618998841890142,0.0
Qatar,694,1993,83.04944536613144,3.0,0.0,694,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,35.797753564214055,460.25095890410967,0.016,31.036,94.6,1.0,41.955739318426986,40.8338446580731,44.52596784872533,3.435147821031703,-0.45168576733783894,-0.1321678441959429,1.0
Russia,365,1993,,41.0,0.0,365,1.0,70.0,365.0,32.0,365.0,32.0,365.0,7.0,365.0,7.0,,,1.0,35.797753564214055,7118.856273972602,0.479,13.8,77.2,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.624668592163159,1.1822260030207095,1.7822971823483318,0.0
Saudi Arabia,670,1993,91.96132349784683,4.0,0.0,670,0.0,950.0,,0.0,,0.0,670.0,1.0,670.0,1.0,1.0,2.0,0.0,35.797753564214055,8892.7,0.016,22.794,99.091,1.0,41.955739318426986,40.8338446580731,44.52596784872533,3.1264973434335435,1.6790690448204728,1.9946214161583238,3.0
Syria,652,1993,,6.0,0.0,652,0.0,10.0,,0.0,,0.0,652.0,3.0,652.0,3.0,1.0,3.0,0.0,35.797753564214055,566.0816438356164,0.144,3.201,93.75,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.163463260987726,0.5273711787880445,-0.02441571240794708,4.0
Trinidad and Tobago,52,1993,56.48774802898321,2.0,1.0,52,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,35.797753564214055,134.0,0.761,11.872,98.5,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.4741826864250247,0.3109571970130073,-0.6810730946148861,0.0
Turkmenistan,701,1993,,5.0,0.0,701,0.0,0.0,701.0,2.0,701.0,2.0,,0.0,,0.0,,,0.0,35.797753564214055,91.59780821917808,0.151,6.985,99.111,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.943764992708925,-1.0020640125186968,-0.8218301547975888,0.0
United Arab Emirates,696,1993,9.113302687202465,3.0,0.0,696,0.0,25.0,,0.0,,0.0,,0.0,,0.0,,,0.0,35.797753564214055,2438.286,0.022,87.28,95.0,1.0,41.955739318426986,40.8338446580731,44.52596784872533,4.469121341524815,0.8714678505497172,0.8936088927798752,0.0
Venezuela,101,1993,77.60864984194806,3.0,0.0,101,0.0,38.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,35.797753564214055,2591.9999999999995,0.752,10.108,90.833,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.313327189525948,1.007364799154939,0.9388693082813189,2.0
Yemen People's Republic,680,1993,,0.0,1.0,,,4.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,35.797753564214055,209.3731506849315,0.313,1.778,71.2,1.0,41.955739318426986,40.8338446580731,44.52596784872533,0.5754891370917129,0.13134063675187377,-0.4997769166845756,1.0
Algeria,615,1994,97.06988677479085,3.0,0.0,615,0.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,32.51580907385363,1317.1372602739723,0.184,7.725,74.0,1.0,35.797753564214055,36.75643398549823,42.06942184313776,2.044461822783809,0.4346195033231767,0.4701485047773419,1.0
Angola,540,1994,,4.0,0.0,540,0.0,0.0,,0.0,,0.0,540.0,1.0,540.0,1.0,1.0,,3.0,32.51580907385363,556.7447671232877,0.158,2.349,56.667,1.0,35.797753564214055,36.75643398549823,42.06942184313776,0.8539897056767758,-1.0020640125186968,-0.03325823035596969,1.0
Azerbaijan,373,1994,,8.0,0.0,373,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,32.51580907385363,193.42175342465757,0.252,3.654,83.462,1.0,35.797753564214055,36.75643398549823,42.06942184313776,1.2958224579558149,-1.0020640125186968,-0.5333101182071035,1.0
Congo,484,1994,83.37777565173661,1.0,1.0,484,0.0,4.0,,0.0,,0.0,,0.0,,0.0,,,0.0,32.51580907385363,185.47660273972605,0.447,2.663,81.6,1.0,35.797753564214055,36.75643398549823,42.06942184313776,0.9794533068317951,0.13134063675187377,-0.5508196788498436,0.0
