StateNme,code,year,rent15,number,for_priv,ccode,revolutionaryleader,us_troops,ccode1_x,mie(2),ccode1_y,mie(4),ccode2_x,mie(2)_against,ccode2_y,mie(4)_against,rivalries_a,rivalries_b,rebels,price,barrels,v2x_polyarchy,e_gdppc,v2svstterr,v2svindep,lagged,roll_mean3,roll_mean5,log_gdppc,troops_yj,prod_yj,riv
Congo,484,1960,,1.0,,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,19.575077890848558,,0.25,1.536,76.6,1.0,,,,0.42918163472548043,-0.906575738573916,,0.0
Gabon,481,1960,,1.0,,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,19.575077890848558,,0.182,4.427,86.714,1.0,,,,1.4877221537500038,-0.906575738573916,,0.0
Iran,630,1960,,2.0,0.0,630,0.0,639.0,630.0,1.0,630.0,1.0,,0.0,,0.0,1.0,1.0,0.0,19.575077890848558,,0.063,3.63,96.0,1.0,,,,1.2892326482767593,1.5384824461035698,,2.0
Iraq,645,1960,,3.0,1.0,645,1.0,24.0,,0.0,,0.0,645.0,1.0,645.0,1.0,2.0,2.0,0.0,19.575077890848558,,0.101,6.676,94.8,1.0,,,,1.8985190057995887,0.8560563654067126,,4.0
Libya,620,1960,,4.0,1.0,620,0.0,3942.0,,0.0,,0.0,,0.0,,0.0,,,0.0,19.575077890848558,,0.107,3.487,88.167,1.0,,,,1.2490417676935142,1.714690571213318,,0.0
Oman,698,1960,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,19.575077890848558,,0.008,2.109,81.714,1.0,,,,0.7462139014966376,-0.906575738573916,,0.0
Saudi Arabia,670,1960,,6.0,1.0,670,0.0,1518.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,19.575077890848558,,0.014,8.163,91.6,1.0,,,,2.099611748469219,1.6340601261172456,,1.0
Venezuela,101,1960,,3.0,1.0,101,0.0,99.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,19.575077890848558,,0.649,8.655,90.0,1.0,,,,2.1581371886281726,1.228345883294949,,1.0
Yemen People's Republic,680,1960,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,19.575077890848558,,0.02,1.316,69.0,1.0,,,,0.2745968329031255,-0.906575738573916,,0.0
Congo,484,1961,,2.0,,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.3483504416526,,0.307,1.538,76.6,1.0,19.575077890848558,,,0.43048287108345223,-0.906575738573916,,0.0
Gabon,481,1961,,2.0,,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.3483504416526,,0.214,4.593,86.714,1.0,19.575077890848558,,,1.5245334053436563,-0.906575738573916,,0.0
Iran,630,1961,,2.0,0.0,630,0.0,679.0,,0.0,,0.0,630.0,1.0,630.0,1.0,1.0,1.0,0.0,18.3483504416526,,0.063,3.763,96.0,1.0,19.575077890848558,,,1.3252165116113002,1.5460130273829493,,2.0
Iraq,645,1961,,3.0,1.0,645,1.0,21.0,645.0,6.0,645.0,6.0,645.0,12.0,645.0,12.0,3.0,2.0,1.0,18.3483504416526,,0.093,6.987,89.0,1.0,19.575077890848558,,,1.9440512795703135,0.8133962115056941,,5.0
Kuwait,690,1961,,2.0,1.0,690,0.0,0.0,690.0,2.0,690.0,2.0,690.0,5.0,690.0,5.0,,1.0,0.0,18.3483504416526,,0.183,46.524,93.333,1.0,19.575077890848558,,,3.8399683084767924,-0.906575738573916,,1.0
Libya,620,1961,,4.0,1.0,620,0.0,3809.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.3483504416526,,0.108,4.04,88.167,1.0,19.575077890848558,,,1.3962446919730587,1.7121678077189233,,0.0
Oman,698,1961,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.3483504416526,,0.008,2.183,81.714,1.0,19.575077890848558,,,0.7807000775678068,-0.906575738573916,,0.0
Saudi Arabia,670,1961,,6.0,1.0,670,0.0,1307.0,670.0,2.0,670.0,2.0,,0.0,,0.0,1.0,1.0,0.0,18.3483504416526,,0.014,8.842,91.6,1.0,19.575077890848558,,,2.1795130954040514,1.6192229885127858,,2.0
Venezuela,101,1961,,3.0,1.0,101,0.0,93.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,18.3483504416526,,0.671,8.691,90.0,1.0,19.575077890848558,,,2.1622880074553232,1.2147836613552836,,1.0
Yemen People's Republic,680,1961,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.3483504416526,,0.02,1.324,69.0,1.0,19.575077890848558,,,0.2806574575148165,-0.906575738573916,,0.0
Algeria,615,1962,,1.0,,615,0.0,5.0,615.0,4.0,615.0,4.0,615.0,3.0,615.0,3.0,1.0,,0.0,18.131000898254566,,0.078,4.213,58.0,1.0,18.3483504416526,18.68480974358524,,1.4381749829968795,0.2744950325015851,,1.0
Congo,484,1962,,2.0,,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.131000898254566,,0.292,1.584,76.6,1.0,18.3483504416526,18.68480974358524,,0.4599532933922342,-0.906575738573916,,0.0
Gabon,481,1962,,3.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.131000898254566,,0.213,4.843,86.714,1.0,18.3483504416526,18.68480974358524,,1.577534363421092,-0.906575738573916,,0.0
Iran,630,1962,,2.0,0.0,630,0.0,678.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,0.0,18.131000898254566,,0.061,3.883,96.0,1.0,18.3483504416526,18.68480974358524,,1.3566080507495302,1.5458318182222937,,2.0
Iraq,645,1962,,3.0,0.0,645,1.0,18.0,645.0,16.0,645.0,16.0,645.0,9.0,645.0,9.0,3.0,2.0,1.0,18.131000898254566,,0.093,7.2,89.0,1.0,18.3483504416526,18.68480974358524,,1.9740810260220096,0.7624420677227453,,5.0
Kuwait,690,1962,,2.0,1.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,18.131000898254566,,0.195,45.632,98.333,1.0,18.3483504416526,18.68480974358524,,3.8206092247918306,-0.906575738573916,,1.0
Libya,620,1962,,4.0,1.0,620,0.0,3884.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.131000898254566,,0.108,4.909,88.167,1.0,18.3483504416526,18.68480974358524,,1.5910702550759155,1.7136041905133488,,0.0
Oman,698,1962,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,18.131000898254566,,0.008,2.316,81.714,1.0,18.3483504416526,18.68480974358524,,0.8398415597107487,-0.906575738573916,,0.0
Saudi Arabia,670,1962,,7.0,1.0,670,0.0,299.0,670.0,7.0,670.0,7.0,670.0,20.0,670.0,20.0,1.0,1.0,0.0,18.131000898254566,,0.014,9.517,93.2,1.0,18.3483504416526,18.68480974358524,,2.2530796730902063,1.4320194664129668,,2.0
Venezuela,101,1962,,3.0,1.0,101,0.0,88.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,18.131000898254566,,0.658,8.873,90.0,1.0,18.3483504416526,18.68480974358524,,2.1830129578532005,1.2025948119257275,,1.0
Yemen People's Republic,680,1962,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,18.131000898254566,,0.019,1.332,69.0,1.0,18.3483504416526,18.68480974358524,,0.28668157211819745,-0.906575738573916,,0.0
Algeria,615,1963,,1.0,1.0,615,0.0,13.0,615.0,6.0,615.0,6.0,615.0,17.0,615.0,17.0,1.0,,0.0,17.90898871691744,,0.192,4.487,76.0,1.0,18.131000898254566,18.129446685608205,,1.5011843269938463,0.648925562772571,,1.0
Congo,484,1963,,2.0,,484,0.0,10.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.90898871691744,,0.229,1.607,76.6,1.0,18.131000898254566,18.129446685608205,,0.47436908675537554,0.551736519968323,,0.0
Gabon,481,1963,,3.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.90898871691744,,0.213,5.187,86.714,1.0,18.131000898254566,18.129446685608205,,1.6461554953692632,-0.906575738573916,,0.0
Iran,630,1963,,2.0,0.0,630,0.0,624.0,,0.0,,0.0,630.0,4.0,630.0,4.0,1.0,1.0,0.0,17.90898871691744,,0.061,4.05,96.0,1.0,18.131000898254566,18.129446685608205,,1.3987168811184478,1.5354994716129526,,2.0
Iraq,645,1963,,3.0,0.0,645,1.0,18.0,,0.0,,0.0,,0.0,,0.0,3.0,2.0,3.0,17.90898871691744,,0.07,7.321,89.0,1.0,18.131000898254566,18.129446685608205,,1.9907469306645056,0.7624420677227453,,5.0
Kuwait,690,1963,,2.0,1.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,17.90898871691744,,0.227,44.378,98.333,1.0,18.131000898254566,18.129446685608205,,3.7927438511442246,-0.906575738573916,,1.0
Libya,620,1963,,4.0,1.0,620,0.0,3586.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.90898871691744,,0.139,6.097,88.167,1.0,18.131000898254566,18.129446685608205,,1.807796846925679,1.7076708151002395,,0.0
Oman,698,1963,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.90898871691744,,0.008,2.404,83.143,1.0,18.131000898254566,18.129446685608205,,0.8771340166729611,-0.906575738573916,,0.0
Saudi Arabia,670,1963,,4.0,1.0,670,0.0,315.0,670.0,4.0,670.0,4.0,670.0,23.0,670.0,23.0,1.0,1.0,0.0,17.90898871691744,,0.014,10.254,93.2,1.0,18.131000898254566,18.129446685608205,,2.327667873361509,1.4401077222349477,,2.0
Venezuela,101,1963,,3.0,1.0,101,0.0,109.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,17.90898871691744,,0.656,9.127,90.0,1.0,18.131000898254566,18.129446685608205,,2.2112370535347403,1.2487563015951866,,1.0
Yemen People's Republic,680,1963,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,17.90898871691744,,0.026,1.342,70.0,1.0,18.131000898254566,18.129446685608205,,0.2941610385494901,-0.906575738573916,,0.0
Algeria,615,1964,,2.0,1.0,615,0.0,10.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,17.682840744692676,,0.187,4.69,76.0,1.0,17.90898871691744,17.907610119954892,18.329251738473168,1.545432582458188,0.551736519968323,,1.0
Congo,484,1964,,2.0,,484,0.0,10.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.682840744692676,,0.131,1.633,76.6,1.0,17.90898871691744,17.907610119954892,18.329251738473168,0.49041881398832804,0.551736519968323,,0.0
Gabon,481,1964,,3.0,1.0,481,0.0,0.0,,0.0,,0.0,481.0,2.0,481.0,2.0,,,1.0,17.682840744692676,,0.14,5.461,86.714,1.0,17.90898871691744,17.907610119954892,18.329251738473168,1.6976319231700168,-0.906575738573916,,0.0
Iran,630,1964,,2.0,0.0,630,0.0,610.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,0.0,17.682840744692676,,0.11,4.279,96.0,1.0,17.90898871691744,17.907610119954892,18.329251738473168,1.4537193374346797,1.5326304182862327,,2.0
Iraq,645,1964,,3.0,0.0,645,1.0,17.0,,0.0,,0.0,,0.0,,0.0,3.0,2.0,1.0,17.682840744692676,,0.069,7.536,89.0,1.0,17.90898871691744,17.907610119954892,18.329251738473168,2.019691537274062,0.7430847643623227,,5.0
Kuwait,690,1964,,2.0,1.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,17.682840744692676,,0.227,43.719,98.333,1.0,17.90898871691744,17.907610119954892,18.329251738473168,3.7777827902196695,-0.906575738573916,,1.0
Libya,620,1964,,5.0,1.0,620,0.0,3722.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.682840744692676,,0.139,7.654,88.167,1.0,17.90898871691744,17.907610119954892,18.329251738473168,2.0352283870035106,1.710454979582764,,0.0
Oman,698,1964,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.682840744692676,,0.008,2.464,83.143,1.0,17.90898871691744,17.907610119954892,18.329251738473168,0.9017860456712733,-0.906575738573916,,0.0
Saudi Arabia,670,1964,,4.0,1.0,670,0.0,274.0,670.0,1.0,670.0,1.0,,0.0,,0.0,1.0,1.0,0.0,17.682840744692676,,0.014,11.056,93.2,1.0,17.90898871691744,17.907610119954892,18.329251738473168,2.402973267025314,1.418193074777272,,2.0
Venezuela,101,1964,,3.0,1.0,101,0.0,105.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,17.682840744692676,,0.639,9.495,90.0,1.0,17.90898871691744,17.907610119954892,18.329251738473168,2.250765344264249,1.240892382791617,,1.0
Yemen People's Republic,680,1964,,0.0,,,,2.0,,0.0,,0.0,,0.0,,0.0,,,1.0,17.682840744692676,,0.025,1.357,70.0,1.0,17.90898871691744,17.907610119954892,18.329251738473168,0.30527638085273207,-0.10996331867376945,,0.0
Algeria,615,1965,,2.0,1.0,615,1.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,17.406911775372127,569.9438356164384,0.133,4.806,76.0,1.0,17.682840744692676,17.66624707899408,17.895618515377883,1.5698651373142771,0.46540330148207043,0.10020513715183746,1.0
Congo,484,1965,,1.0,1.0,484,0.0,2.0,,0.0,,0.0,484.0,1.0,484.0,1.0,,,0.0,17.406911775372127,1.3772054794520547,0.131,1.642,76.6,1.0,17.682840744692676,17.66624707899408,17.895618515377883,0.49591501103023644,-0.10996331867376945,-1.53257202526242,0.0
Gabon,481,1965,,2.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.406911775372127,25.334657534246578,0.138,5.685,86.714,1.0,17.682840744692676,17.66624707899408,17.895618515377883,1.7378311272024993,-0.906575738573916,-1.038633996881213,0.0
Iran,630,1965,,2.0,0.0,630,0.0,588.0,630.0,2.0,630.0,2.0,630.0,18.0,630.0,18.0,1.0,1.0,0.0,17.406911775372127,1908.0,0.111,4.646,96.0,1.0,17.682840744692676,17.66624707899408,17.895618515377883,1.5360066343482173,1.5279453374224101,0.7940022386503521,2.0
Iraq,645,1965,,3.0,0.0,645,1.0,10.0,645.0,18.0,645.0,18.0,645.0,2.0,645.0,2.0,3.0,2.0,1.0,17.406911775372127,1313.0000000000002,0.073,7.664,89.0,1.0,17.682840744692676,17.66624707899408,17.895618515377883,2.0365340406685593,0.551736519968323,0.5600206701798525,5.0
Kuwait,690,1965,,2.0,1.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,17.406911775372127,2371.0000000000005,0.233,42.888,98.333,1.0,17.682840744692676,17.66624707899408,17.895618515377883,3.7585920665252366,-0.906575738573916,0.9388218066968431,1.0
Libya,620,1965,,5.0,1.0,620,0.0,3370.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.406911775372127,1220.0,0.14,9.252,88.167,1.0,17.682840744692676,17.66624707899408,17.895618515377883,2.2248397443691927,1.7029553633824595,0.5161786586396936,0.0
Oman,698,1965,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,17.406911775372127,,0.007,2.536,83.143,1.0,17.682840744692676,17.66624707899408,17.895618515377883,0.9305880365749795,-0.906575738573916,-1.6570383506500863,0.0
Saudi Arabia,670,1965,,4.0,1.0,670,0.0,263.0,670.0,3.0,670.0,3.0,670.0,4.0,670.0,4.0,1.0,1.0,0.0,17.406911775372127,2219.3,0.014,12.065,93.2,1.0,17.682840744692676,17.66624707899408,17.895618515377883,2.490308699076995,1.4115825100583064,0.8940363741290539,2.0
Venezuela,101,1965,,3.0,1.0,101,0.0,94.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,17.406911775372127,3503.0,0.641,9.654,90.0,1.0,17.682840744692676,17.66624707899408,17.895618515377883,2.2673723372383012,1.2171207640332802,1.2164209811076954,1.0
Yemen People's Republic,680,1965,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,17.406911775372127,,0.024,1.371,70.0,1.0,17.682840744692676,17.66624707899408,17.895618515377883,0.31554040058017735,-0.906575738573916,-1.6570383506500863,0.0
Algeria,615,1966,,2.0,1.0,615,1.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,16.897441248644554,733.5931506849315,0.085,4.711,76.0,1.0,17.406911775372127,17.329064589569786,17.60543667677627,1.549900199717904,0.46540330148207043,0.23075022590608135,1.0
Congo,484,1966,,1.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,16.897441248644554,1.2026301369863015,0.131,1.65,74.4,1.0,17.406911775372127,17.329064589569786,17.60543667677627,0.5007752879124892,-0.906575738573916,-1.5444780125672468,0.0
Gabon,481,1966,,2.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,16.897441248644554,28.979643835616443,0.131,5.751,86.714,1.0,17.406911775372127,17.329064589569786,17.60543667677627,1.749373752731617,-0.906575738573916,-1.0041589319438677,0.0
Iran,630,1966,,2.0,0.0,630,0.0,598.0,630.0,1.0,630.0,1.0,630.0,1.0,630.0,1.0,1.0,1.0,1.0,16.897441248644554,2132.0,0.111,4.982,96.0,1.0,17.406911775372127,17.329064589569786,17.60543667677627,1.6058314168399888,1.5301025588565746,0.8671596934864789,2.0
Iraq,645,1966,,3.0,0.0,645,0.0,10.0,645.0,1.0,645.0,1.0,645.0,2.0,645.0,2.0,3.0,2.0,1.0,16.897441248644554,1392.0000000000002,0.077,7.57,89.0,1.0,17.406911775372127,17.329064589569786,17.60543667677627,2.0241930674493576,0.551736519968323,0.5953821790622215,5.0
Kuwait,690,1966,,2.0,1.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,16.897441248644554,2505.0,0.292,42.783,98.333,1.0,17.406911775372127,17.329064589569786,17.60543667677627,3.7561408274227395,-0.906575738573916,0.9765424103252291,1.0
Libya,620,1966,,5.0,1.0,620,0.0,2940.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,16.897441248644554,1508.0000000000002,0.143,10.842,88.167,1.0,17.406911775372127,17.329064589569786,17.60543667677627,2.3834274808381464,1.692284926142794,0.6445460901174518,1.0
Oman,698,1966,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,16.897441248644554,,0.007,2.899,83.143,1.0,17.406911775372127,17.329064589569786,17.60543667677627,1.0643658499395185,-0.906575738573916,-1.6570383506500863,0.0
Saudi Arabia,670,1966,,4.0,1.0,670,0.0,246.0,,0.0,,0.0,670.0,4.0,670.0,4.0,1.0,1.0,0.0,16.897441248644554,2617.8000000000006,0.014,13.127,93.2,1.0,17.406911775372127,17.329064589569786,17.60543667677627,2.5746711778212705,1.4006310310712795,1.007082763449755,2.0
Venezuela,101,1966,,3.0,1.0,101,0.0,97.0,101.0,1.0,101.0,1.0,,0.0,,0.0,,2.0,0.0,16.897441248644554,3402.0,0.641,9.637,90.0,1.0,17.406911775372127,17.329064589569786,17.60543667677627,2.2656098568691503,1.223945028951417,1.1948046616184902,2.0
Yemen People's Republic,680,1966,,0.0,,,,2.0,,0.0,,0.0,,0.0,,0.0,,,1.0,16.897441248644554,,0.024,1.39,70.0,1.0,17.406911775372127,17.329064589569786,17.60543667677627,0.3293037471426003,-0.10996331867376945,-1.6570383506500863,0.0
Algeria,615,1967,,2.0,1.0,615,1.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,16.441552191301454,842.6643835616438,0.085,4.935,76.0,1.0,16.897441248644554,16.91530173843938,17.267546935385653,1.596352672885445,-0.906575738573916,0.3054891830788429,1.0
Congo,484,1967,,1.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,16.441552191301454,0.9698630136986304,0.132,1.686,74.4,1.0,16.897441248644554,16.91530173843938,17.267546935385653,0.5223588595796637,-0.906575738573916,-1.561567674849292,0.0
Gabon,481,1967,,2.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,16.441552191301454,68.99438356164384,0.135,5.976,86.714,1.0,16.897441248644554,16.91530173843938,17.267546935385653,1.787751447830516,-0.906575738573916,-0.7536624637610274,0.0
Iran,630,1967,,2.0,0.0,630,0.0,586.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,1.0,16.441552191301454,2603.0,0.111,5.399,96.0,1.0,16.897441248644554,16.91530173843938,17.267546935385653,1.68621375123615,1.5275081929531305,1.0031354709349285,2.0
Iraq,645,1967,,4.0,0.0,645,0.0,0.0,645.0,3.0,645.0,3.0,645.0,1.0,645.0,1.0,3.0,2.0,1.0,16.441552191301454,1227.9999999999998,0.079,7.133,89.0,1.0,16.897441248644554,16.91530173843938,17.267546935385653,1.964731903295901,-0.906575738573916,0.5200514717852798,5.0
Kuwait,690,1967,,2.0,1.0,690,0.0,5.0,690.0,2.0,690.0,2.0,690.0,2.0,690.0,2.0,,1.0,0.0,16.441552191301454,2522.0,0.261,43.127,98.333,1.0,16.897441248644554,16.91530173843938,17.267546935385653,3.7641492510877472,0.2744950325015851,0.9812135182455277,1.0
Libya,620,1967,,5.0,1.0,620,0.0,3057.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,16.441552191301454,1733.0000000000002,0.141,12.323,88.167,1.0,16.897441248644554,16.91530173843938,17.267546935385653,2.511467434955986,1.6953795605064248,0.7319841163597338,1.0
Oman,698,1967,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,16.441552191301454,56.99999999999999,0.007,3.97,83.143,1.0,16.897441248644554,16.91530173843938,17.267546935385653,1.3787660946990992,-0.906575738573916,-0.813151559561182,0.0
Saudi Arabia,670,1967,,4.0,1.0,670,0.0,227.0,670.0,3.0,670.0,3.0,670.0,19.0,670.0,19.0,1.0,1.0,0.0,16.441552191301454,2824.9999999999995,0.014,14.183,93.2,1.0,16.897441248644554,16.91530173843938,17.267546935385653,2.6520440643124705,1.3871721993267185,1.0605806151649066,2.0
Venezuela,101,1967,,3.0,1.0,101,0.0,97.0,101.0,2.0,101.0,2.0,101.0,2.0,101.0,2.0,,2.0,0.0,16.441552191301454,3576.0,0.641,9.733,90.0,1.0,16.897441248644554,16.91530173843938,17.267546935385653,2.2755221734443567,1.223945028951417,1.2317411176652795,2.0
Yemen People's Republic,680,1967,,1.0,,680,0.0,7.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,1.0,16.441552191301454,,0.023,1.424,70.0,1.0,16.897441248644554,16.91530173843938,17.267546935385653,0.35346981298978397,0.41228863893663886,-1.6570383506500863,2.0
Algeria,615,1968,,2.0,1.0,615,1.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,15.76797640591273,922.4950819672132,0.085,5.219,76.0,1.0,16.441552191301454,16.368989948619582,16.839344473184706,1.6523058126612762,-0.906575738573916,0.3554995412878046,1.0
Congo,484,1968,,1.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,15.76797640591273,0.8318032786885248,0.088,1.742,79.4,1.0,16.441552191301454,16.368989948619582,16.839344473184706,0.555033878430311,-0.906575738573916,-1.5724702746899684,0.0
Equatorial Guinea,411,1968,,0.0,,411,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,15.76797640591273,,0.169,2.147,93.833,1.0,16.441552191301454,16.368989948619582,16.839344473184706,0.7640715188966439,,-1.6570383506500863,0.0
Gabon,481,1968,,2.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,15.76797640591273,92.69319672131148,0.175,6.142,86.714,1.0,16.441552191301454,16.368989948619582,16.839344473184706,1.8151504220186307,-0.906575738573916,-0.6565416936445401,0.0
Iran,630,1968,,2.0,0.0,630,0.0,581.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,1.0,15.76797640591273,2839.9999999999995,0.112,5.857,96.0,1.0,16.441552191301454,16.368989948619582,16.839344473184706,1.7676375271076452,1.5264068337069279,1.0643321594009587,2.0
Iraq,645,1968,,4.0,0.0,645,1.0,0.0,645.0,2.0,645.0,2.0,645.0,1.0,645.0,1.0,4.0,2.0,1.0,15.76797640591273,1503.0000000000002,0.056,6.423,89.0,1.0,16.441552191301454,16.368989948619582,16.839344473184706,1.8598852982756555,-0.906575738573916,0.6424894547727734,6.0
Kuwait,690,1968,,2.0,1.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,15.76797640591273,2656.0,0.259,44.14,98.333,1.0,16.441552191301454,16.368989948619582,16.839344473184706,3.7873664008285903,-0.906575738573916,1.0171904580376288,1.0
Libya,620,1968,,5.0,1.0,620,0.0,3078.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,15.76797640591273,2598.9999999999995,0.141,14.049,88.167,1.0,16.441552191301454,16.368989948619582,16.839344473184706,2.642551218869514,1.6959187741463841,1.0020656028688901,1.0
Oman,698,1968,,0.0,,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,15.76797640591273,241.0,0.007,5.703,83.143,1.0,16.441552191301454,16.368989948619582,16.839344473184706,1.740992352174402,-0.906575738573916,-0.2954411296540216,0.0
Saudi Arabia,670,1968,,4.0,1.0,670,0.0,185.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,0.0,15.76797640591273,3080.900000000001,0.014,15.287,93.2,1.0,16.441552191301454,16.368989948619582,16.839344473184706,2.727002794018897,1.351464850109652,1.1225448058508307,3.0
Venezuela,101,1968,,3.0,1.0,101,0.0,82.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,15.76797640591273,3639.0,0.646,10.043,90.0,1.0,16.441552191301454,16.368989948619582,16.839344473184706,2.306875874411202,1.186740721672544,1.2447658976002651,2.0
Yemen People's Republic,680,1968,,1.0,,680,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,1.0,15.76797640591273,,0.026,1.466,71.6,1.0,16.441552191301454,16.368989948619582,16.839344473184706,0.38253760346445975,-0.906575738573916,-1.6570383506500863,2.0
Algeria,615,1969,,3.0,1.0,615,1.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,14.951279791747487,969.3315068493152,0.085,5.543,76.0,1.0,15.76797640591273,15.720269462987225,16.29303228259567,1.7125358704376676,-0.906575738573916,0.3832743174543524,1.0
Congo,484,1969,,1.0,1.0,484,1.0,0.0,484.0,1.0,484.0,1.0,484.0,1.0,484.0,1.0,,,0.0,14.951279791747487,0.4655342465753425,0.089,1.815,79.4,1.0,15.76797640591273,15.720269462987225,16.29303228259567,0.596085467716814,-0.906575738573916,-1.6049095953074743,0.0
Equatorial Guinea,411,1969,,0.0,,411,0.0,,,0.0,,0.0,411.0,3.0,411.0,3.0,,,0.0,14.951279791747487,,0.179,2.148,95.667,1.0,15.76797640591273,15.720269462987225,16.29303228259567,0.7645371766466184,,-1.6570383506500863,0.0
Gabon,481,1969,,2.0,1.0,481,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,14.951279791747487,100.67772602739728,0.176,6.469,86.714,1.0,15.76797640591273,15.720269462987225,16.29303228259567,1.8670215370618484,-0.906575738573916,-0.6282061505227238,0.0
Iran,630,1969,,2.0,0.0,630,0.0,699.0,630.0,3.0,630.0,3.0,630.0,1.0,630.0,1.0,1.0,1.0,0.0,14.951279791747487,3376.0,0.112,6.289,96.0,1.0,15.76797640591273,15.720269462987225,16.29303228259567,1.8388020755613663,1.5495662577033518,1.189158400771627,2.0
Iraq,645,1969,,4.0,0.0,645,1.0,0.0,645.0,5.0,645.0,5.0,645.0,7.0,645.0,7.0,4.0,2.0,1.0,14.951279791747487,1521.0,0.052,6.132,89.0,1.0,15.76797640591273,15.720269462987225,16.29303228259567,1.8135209610095677,-0.906575738573916,0.6498683366321863,6.0
