StateNme,code,year,rent15,number,for_priv,ccode,revolutionaryleader,us_troops,ccode1_x,mie(2),ccode1_y,mie(4),ccode2_x,mie(2)_against,ccode2_y,mie(4)_against,rivalries_a,rivalries_b,rebels,price,barrels,v2x_polyarchy,e_gdppc,v2svstterr,v2svindep,lagged,roll_mean3,roll_mean5,log_gdppc,troops_yj,prod_yj,riv
Kuwait,690,1976,63.7748698739161,2.0,0.0,690,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,68.53442620482032,2198.9999999999995,0.099,62.779,98.333,1.0,65.28105856862311,68.4580874043737,49.20463068193235,4.139620622647251,-0.906575738573916,0.8878619761466676,1.0
Libya,620,1976,,5.0,0.0,620,1.0,0.0,620.0,1.0,620.0,1.0,,0.0,,0.0,1.0,2.0,0.0,68.53442620482032,1972.0,0.073,19.856,98.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.9885062284622514,-0.906575738573916,0.8155657371415365,3.0
Oman,698,1976,56.0736509431069,2.0,0.0,698,0.0,0.0,698.0,1.0,698.0,1.0,698.0,1.0,698.0,1.0,1.0,,0.0,68.53442620482032,367.0,0.014,10.199,93.286,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.322289676268381,-0.906575738573916,-0.11124265519379911,1.0
Qatar,694,1976,58.1535293042443,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,68.53442620482032,487.0,0.017,110.799,94.6,1.0,65.28105856862311,68.4580874043737,49.20463068193235,4.707717749001698,-0.906575738573916,0.022357182295433164,0.0
Saudi Arabia,670,1976,52.9958854989597,4.0,0.0,670,0.0,291.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,68.53442620482032,8762.174,0.012,37.389,93.2,1.0,65.28105856862311,68.4580874043737,49.20463068193235,3.6213765435123495,1.4277626079293364,1.9666870872769127,1.0
United Arab Emirates,696,1976,36.8782876103444,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,68.53442620482032,1936.4020000000005,0.017,152.423,95.0,1.0,65.28105856862311,68.4580874043737,49.20463068193235,5.026659550500645,-0.906575738573916,0.8036409045105748,0.0
Venezuela,101,1976,22.1509399998971,3.0,0.0,101,0.0,62.0,101.0,1.0,101.0,1.0,,0.0,,0.0,,2.0,0.0,68.53442620482032,2370.9999999999995,0.732,12.156,90.833,1.0,65.28105856862311,68.4580874043737,49.20463068193235,2.497822875054547,1.120809632921691,0.9388218066968422,2.0
Yemen People's Republic,680,1976,,2.0,,680,1.0,0.0,680.0,4.0,680.0,4.0,680.0,3.0,680.0,3.0,1.0,2.0,0.0,68.53442620482032,,0.094,2.65,73.8,1.0,65.28105856862311,68.4580874043737,49.20463068193235,0.9745596399981308,-0.906575738573916,-1.6570383506500863,3.0
Algeria,615,1977,23.1641392496026,5.0,0.0,615,1.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,69.98123005993229,1224.7908493150685,0.19,8.535,76.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.144175356246404,-0.906575738573916,0.5185003082611617,1.0
Angola,540,1977,,1.0,,540,0.0,0.0,540.0,15.0,540.0,15.0,540.0,19.0,540.0,19.0,2.0,,2.0,69.98123005993229,143.36827397260276,0.073,3.57,56.667,1.0,68.53442620482032,67.93223827779191,59.586720459498075,1.2725655957915476,-0.906575738573916,-0.5010108020565135,2.0
Bahrain,692,1977,,3.0,0.0,692,0.0,80.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,,0.052,19.264,94.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.9582380691264105,1.181122481601431,,0.0
Congo,484,1977,16.5001923359572,0.0,1.0,484,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,31.792109589041097,0.089,2.218,79.4,1.0,68.53442620482032,67.93223827779191,59.586720459498075,0.7966058889281753,-0.906575738573916,-0.979750279272458,0.0
Equatorial Guinea,411,1977,,0.0,,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,69.98123005993229,,0.068,3.26,98.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,1.1817271953786161,,-1.6570383506500863,1.0
Gabon,481,1977,27.2013155202753,2.0,1.0,481,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,69.98123005993229,225.6486849315069,0.185,13.223,86.714,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.581957737574686,0.2744950325015851,-0.3227878888647823,1.0
Iran,630,1977,29.6619105232745,2.0,0.0,630,0.0,931.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,69.98123005993229,5713.95890410959,0.106,9.545,96.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.2560174571777107,1.583064119371454,1.598602899297912,1.0
Iraq,645,1977,49.9166090990382,5.0,0.0,645,1.0,0.0,,0.0,,0.0,,0.0,,0.0,4.0,2.0,2.0,69.98123005993229,2358.120547945205,0.049,8.592,95.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.150831537766509,-0.906575738573916,0.9351085750661144,6.0
Kuwait,690,1977,58.735191956127,2.0,0.0,690,0.0,17.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,69.98123005993229,2024.0,0.098,60.359,98.333,1.0,68.53442620482032,67.93223827779191,59.586720459498075,4.100310066499321,0.7430847643623227,0.8326840698789807,1.0
Libya,620,1977,,6.0,0.0,620,1.0,0.0,620.0,15.0,620.0,15.0,620.0,10.0,620.0,10.0,1.0,2.0,0.0,69.98123005993229,2108.0,0.073,20.892,98.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,3.0393663105740525,-0.906575738573916,0.8596193128486853,3.0
Oman,698,1977,52.3007724748365,2.0,0.0,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,69.98123005993229,340.0,0.015,10.523,98.286,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.353563337758675,-0.906575738573916,-0.14596116426812056,1.0
Qatar,694,1977,48.7792804025432,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,435.00000000000006,0.017,103.954,94.6,1.0,68.53442620482032,67.93223827779191,59.586720459498075,4.643948493602164,-0.906575738573916,-0.031941193922276574,0.0
Saudi Arabia,670,1977,51.8167556317189,4.0,0.0,670,0.0,366.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,69.98123005993229,9418.905,0.012,37.719,93.2,1.0,68.53442620482032,67.93223827779191,59.586720459498075,3.6301639462791537,1.4627147924866395,2.032284748430113,1.0
United Arab Emirates,696,1977,30.8690345782272,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,69.98123005993229,1998.71,0.019,152.55,95.0,1.0,68.53442620482032,67.93223827779191,59.586720459498075,5.027492411162679,-0.906575738573916,0.8244024311798023,0.0
Venezuela,101,1977,15.7438348333444,3.0,0.0,101,0.0,43.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,69.98123005993229,2314.0,0.732,12.385,90.833,1.0,68.53442620482032,67.93223827779191,59.586720459498075,2.516486062941323,1.0264969378965485,0.9222660728768376,2.0
Yemen People's Republic,680,1977,,3.0,,680,1.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,0.0,69.98123005993229,,0.093,2.831,73.8,1.0,68.53442620482032,67.93223827779191,59.586720459498075,1.0406300061297626,0.46540330148207043,-1.6570383506500863,3.0
Algeria,615,1978,20.1203326203857,5.0,0.0,615,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,65.4867021182001,1252.7296712328769,0.195,9.069,76.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.2048620044654306,-0.906575738573916,0.5318989240766242,1.0
Angola,540,1978,,1.0,0.0,540,0.0,0.0,540.0,1.0,540.0,1.0,540.0,6.0,540.0,6.0,2.0,,2.0,65.4867021182001,131.32956164383563,0.073,3.428,56.667,1.0,69.98123005993229,68.0007861276509,68.1684388782507,1.2319770007355333,-0.906575738573916,-0.5334932942191511,2.0
Bahrain,692,1978,,3.0,0.0,692,0.0,69.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,,0.052,19.018,94.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.9453858991172526,1.1466425773808868,,0.0
Congo,484,1978,17.1334552526525,0.0,1.0,484,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,47.13534246575343,0.089,2.279,79.4,1.0,69.98123005993229,68.0007861276509,68.1684388782507,0.8237367502635472,0.34978817402262213,-0.8698510706052629,0.0
Equatorial Guinea,411,1978,,0.0,,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,65.4867021182001,,0.068,3.019,95.333,1.0,69.98123005993229,68.0007861276509,68.1684388782507,1.1049256507247018,,-1.6570383506500863,1.0
Gabon,481,1978,27.6115140387919,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.4867021182001,212.2904109589041,0.185,12.288,86.714,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.508623176405316,0.34978817402262213,-0.3477981038273475,1.0
Iran,630,1978,31.7653421755558,2.0,0.0,630,0.0,906.0,630.0,1.0,630.0,1.0,630.0,1.0,630.0,1.0,1.0,,0.0,65.4867021182001,5302.054794520549,0.11,8.394,96.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.1275171649113993,1.580002904364386,1.537557890883806,1.0
Iraq,645,1978,46.5546857332379,4.0,0.0,645,1.0,0.0,,0.0,,0.0,,0.0,,0.0,4.0,2.0,2.0,65.4867021182001,2573.5506849315066,0.049,9.424,95.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.243259626909231,-0.906575738573916,0.995228221915034,6.0
Kuwait,690,1978,59.2538620326741,2.0,0.0,690,0.0,14.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.4867021182001,2182.0,0.098,58.636,98.333,1.0,69.98123005993229,68.0007861276509,68.1684388782507,4.071348842427785,0.6754766243903736,0.8826566816528906,1.0
Libya,620,1978,,6.0,0.0,620,1.0,0.0,620.0,1.0,620.0,1.0,620.0,11.0,620.0,11.0,1.0,2.0,0.0,65.4867021182001,2023.0,0.073,21.407,98.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,3.0637179713450853,-0.906575738573916,0.8323581540849309,3.0
Oman,698,1978,49.3783439087918,2.0,0.0,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,65.4867021182001,314.0,0.015,10.661,98.286,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.366592222968338,-0.906575738573916,-0.18150439900750157,1.0
Qatar,694,1978,48.8013379079207,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,484.0,0.017,100.505,94.6,1.0,69.98123005993229,68.0007861276509,68.1684388782507,4.61020747750536,-0.906575738573916,0.01935173472053808,0.0
Saudi Arabia,670,1978,44.7691658421512,4.0,0.0,670,0.0,412.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,65.4867021182001,8554.082,0.012,36.642,93.2,1.0,69.98123005993229,68.0007861276509,68.1684388782507,3.601195123469053,1.4798631990500464,1.945094475558557,1.0
United Arab Emirates,696,1978,31.4520067178137,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,65.4867021182001,1830.501,0.019,145.274,95.0,1.0,69.98123005993229,68.0007861276509,68.1684388782507,4.978621614440661,-0.906575738573916,0.7671146833174972,0.0
Venezuela,101,1978,15.4615217950232,3.0,0.0,101,0.0,36.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,65.4867021182001,2227.0,0.738,12.274,90.833,1.0,69.98123005993229,68.0007861276509,68.1684388782507,2.5074832039669053,0.977254493768282,0.8963667594295104,2.0
Yemen People's Republic,680,1978,,3.0,,680,1.0,21.0,680.0,1.0,680.0,1.0,680.0,2.0,680.0,2.0,1.0,2.0,0.0,65.4867021182001,,0.091,2.969,72.6,1.0,69.98123005993229,68.0007861276509,68.1684388782507,1.0882251957816227,0.8133962115056941,-1.6570383506500863,3.0
Algeria,615,1979,36.9394487987451,5.0,0.0,615,0.0,2.0,615.0,2.0,615.0,2.0,615.0,1.0,615.0,1.0,1.0,,0.0,132.71259252565966,1282.8773013698626,0.192,9.556,76.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.257169229463563,-0.10996331867376945,0.5460955880363045,1.0
Angola,540,1979,,3.0,0.0,540,0.0,0.0,540.0,4.0,540.0,4.0,540.0,7.0,540.0,7.0,2.0,,2.0,132.71259252565966,146.16986301369866,0.073,3.384,56.667,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.2190584417439767,-0.906575738573916,-0.4937594200571778,2.0
Bahrain,692,1979,,3.0,0.0,692,0.0,73.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,,0.052,19.005,94.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.944702102441212,1.1599463001966943,,0.0
Congo,484,1979,37.9393625588413,0.0,1.0,484,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,53.575232876712334,0.101,2.479,79.4,1.0,65.4867021182001,89.39350823459735,80.39920189544709,0.9078552530530535,0.34978817402262213,-0.8319097697072387,0.0
Equatorial Guinea,411,1979,,0.0,,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,132.71259252565966,,0.044,2.758,95.333,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.01450577937111,,-1.6570383506500863,1.0
Gabon,481,1979,53.9469270154673,2.0,1.0,481,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,132.71259252565966,196.2284383561644,0.188,12.258,86.714,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.5061787850635397,0.41228863893663886,-0.37955964285687677,1.0
Iran,630,1979,36.2712245910874,2.0,0.0,630,1.0,32.0,630.0,7.0,630.0,7.0,630.0,8.0,630.0,8.0,3.0,1.0,3.0,132.71259252565966,3217.5890410958905,0.161,7.27,96.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.9837562915454279,0.9433270573844547,1.1539973414675186,4.0
Iraq,645,1979,,4.0,0.0,645,1.0,0.0,645.0,8.0,645.0,8.0,645.0,4.0,645.0,4.0,4.0,2.0,2.0,132.71259252565966,3488.550684931507,0.046,10.501,95.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.351470490723856,-0.906575738573916,1.213358827506836,6.0
Kuwait,690,1979,,2.0,0.0,690,0.0,20.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,132.71259252565966,2623.0,0.097,59.555,98.333,1.0,65.4867021182001,89.39350823459735,80.39920189544709,4.086900255332864,0.7974664928863455,1.0084654793677605,1.0
Libya,620,1979,,6.0,0.0,620,1.0,0.0,620.0,6.0,620.0,6.0,620.0,14.0,620.0,14.0,1.0,2.0,0.0,132.71259252565966,2139.0,0.073,21.359,98.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,3.0614731965166677,-0.906575738573916,0.8693463806259187,3.0
Oman,698,1979,79.2807414922271,2.0,0.0,698,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,132.71259252565966,295.00000000000006,0.015,11.04,98.286,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.401525040848949,-0.906575738573916,-0.20896952656768342,1.0
Qatar,694,1979,84.3541829203139,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,506.0,0.017,97.045,94.6,1.0,65.4867021182001,89.39350823459735,80.39920189544709,4.57517478845269,-0.906575738573916,0.04106100376867681,0.0
Saudi Arabia,670,1979,87.0852388864372,4.0,0.0,670,0.0,419.0,670.0,1.0,670.0,1.0,,0.0,,0.0,,2.0,1.0,132.71259252565966,9841.627,0.014,36.67,93.2,1.0,65.4867021182001,89.39350823459735,80.39920189544709,3.6019589820832345,1.4822555394811465,2.0726257535786545,2.0
United Arab Emirates,696,1979,56.0299307985901,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,132.71259252565966,1830.6900000000005,0.019,148.039,95.0,1.0,65.4867021182001,89.39350823459735,80.39920189544709,4.997475752564041,-0.906575738573916,0.7671813358357469,0.0
Venezuela,101,1979,35.9005908031082,3.0,0.0,101,0.0,28.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,132.71259252565966,2424.9999999999995,0.736,12.23,90.833,1.0,65.4867021182001,89.39350823459735,80.39920189544709,2.503891949699081,0.9036023589188681,0.9542196342514605,2.0
Yemen People's Republic,680,1979,,6.0,,680,1.0,15.0,680.0,3.0,680.0,3.0,680.0,3.0,680.0,3.0,1.0,2.0,1.0,132.71259252565966,,0.09,3.071,72.6,1.0,65.4867021182001,89.39350823459735,80.39920189544709,1.1220032414586854,0.6998271532876725,-1.6570383506500863,3.0
Algeria,615,1980,30.4169667655539,5.0,0.0,615,0.0,0.0,,0.0,,0.0,615.0,1.0,615.0,1.0,1.0,,0.0,136.17747504447394,1134.182393442623,0.196,9.813,74.0,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.283708037224357,-0.906575738573916,0.47332362603161043,1.0
Angola,540,1980,19.5416106844043,3.0,0.0,540,0.0,0.0,540.0,2.0,540.0,2.0,540.0,14.0,540.0,14.0,2.0,,1.0,136.17747504447394,150.3865573770492,0.073,3.361,53.333,1.0,132.71259252565966,111.45892322944457,94.57848519061727,1.2122385487429688,-0.906575738573916,-0.4830476033370688,2.0
Bahrain,692,1980,68.1362125392305,3.0,0.0,692,0.0,66.0,,0.0,,0.0,,0.0,,0.0,,,0.0,136.17747504447394,,0.049,19.511,94.0,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.9709784090877616,1.136000588355857,,0.0
Congo,484,1980,29.3499929583315,0.0,1.0,484,0.0,7.0,,0.0,,0.0,,0.0,,0.0,,,0.0,136.17747504447394,61.28262295081967,0.114,2.756,79.4,1.0,132.71259252565966,111.45892322944457,94.57848519061727,1.013780353151412,0.41228863893663886,-0.7908849043852463,0.0
Equatorial Guinea,411,1980,0.0,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,136.17747504447394,,0.032,2.563,97.5,1.0,132.71259252565966,111.45892322944457,94.57848519061727,0.9411784473819341,,-1.6570383506500863,1.0
Gabon,481,1980,32.542915411399,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,136.17747504447394,177.65696721311477,0.184,12.583,86.714,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.5323466966098307,0.34978817402262213,-0.41893165524794107,1.0
Iran,630,1980,34.0602967673368,0.0,0.0,630,1.0,21.0,630.0,34.0,630.0,34.0,630.0,27.0,630.0,27.0,3.0,1.0,3.0,136.17747504447394,1478.9617486338798,0.169,6.017,93.2,1.0,132.71259252565966,111.45892322944457,94.57848519061727,1.7945887962382148,0.8133962115056941,0.6325260251573996,4.0
Iraq,645,1980,55.1993982523256,3.0,0.0,645,1.0,0.0,645.0,22.0,645.0,22.0,645.0,29.0,645.0,29.0,4.0,2.0,2.0,136.17747504447394,2657.51912568306,0.047,10.704,95.6,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.3706175033858727,-0.906575738573916,1.0175900454225102,6.0
Kuwait,690,1980,67.0485655420012,2.0,0.0,690,0.0,22.0,,0.0,,0.0,690.0,3.0,690.0,3.0,,1.0,0.0,136.17747504447394,1757.0,0.09,53.33,98.333,1.0,132.71259252565966,111.45892322944457,94.57848519061727,3.9764990246125107,0.8284140209864563,0.7407731353182418,1.0
Libya,620,1980,,8.0,0.0,620,1.0,0.0,620.0,2.0,620.0,2.0,620.0,6.0,620.0,6.0,1.0,2.0,0.0,136.17747504447394,1862.0,0.072,20.404,98.0,1.0,132.71259252565966,111.45892322944457,94.57848519061727,3.0157309600606803,-0.906575738573916,0.7781490637157479,3.0
Oman,698,1980,54.9888356030285,2.0,0.0,698,0.0,5.0,,0.0,,0.0,698.0,2.0,698.0,2.0,1.0,,0.0,136.17747504447394,285.0,0.015,11.551,98.571,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.446772013306543,0.2744950325015851,-0.2239868070931972,1.0
Qatar,694,1980,67.7107851315441,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,136.17747504447394,475.5344262295082,0.016,91.012,94.6,1.0,132.71259252565966,111.45892322944457,94.57848519061727,4.51099136595488,-0.906575738573916,0.010791107899586757,0.0
Saudi Arabia,670,1980,70.2905296586652,4.0,0.0,670,0.0,502.0,670.0,2.0,670.0,2.0,,0.0,,0.0,,2.0,0.0,136.17747504447394,10269.499999999998,0.014,36.654,95.0,1.0,132.71259252565966,111.45892322944457,94.57848519061727,3.601522562895685,1.507189075703602,2.11209186654127,2.0
United Arab Emirates,696,1980,41.9017222889892,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,136.17747504447394,1734.8910000000003,0.017,153.448,95.333,1.0,132.71259252565966,111.45892322944457,94.57848519061727,5.033361747419387,-0.906575738573916,0.7326800828008005,0.0
Venezuela,101,1980,33.5669317799093,3.0,0.0,101,0.0,30.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,136.17747504447394,2228.0,0.739,12.029,90.833,1.0,132.71259252565966,111.45892322944457,94.57848519061727,2.4873204010119356,0.9242956489774293,0.8966689413070238,2.0
Yemen People's Republic,680,1980,,6.0,,,,20.0,680.0,1.0,680.0,1.0,,0.0,,0.0,1.0,2.0,1.0,136.17747504447394,,0.09,3.114,72.6,1.0,132.71259252565966,111.45892322944457,94.57848519061727,1.1359080734118066,0.7974664928863455,-1.6570383506500863,3.0
Algeria,615,1981,24.5140416578688,5.0,0.0,615,0.0,2.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,120.40613554561209,1029.2794520547943,0.196,10.016,74.0,1.0,136.17747504447394,129.7654010385819,104.95282705877563,2.3041838143577427,-0.10996331867376945,0.4173236689768945,1.0
Angola,540,1981,10.426247111977,4.0,0.0,540,0.0,0.0,540.0,4.0,540.0,4.0,540.0,6.0,540.0,6.0,2.0,,1.0,120.40613554561209,145.31720547945207,0.073,3.251,53.333,1.0,136.17747504447394,129.7654010385819,104.95282705877563,1.1789626413217682,-0.906575738573916,-0.4959547690623282,2.0
Bahrain,692,1981,58.0699222662964,3.0,0.0,692,0.0,59.0,,0.0,,0.0,,0.0,,0.0,,,0.0,120.40613554561209,,0.049,18.864,94.0,1.0,136.17747504447394,129.7654010385819,104.95282705877563,2.937255343795015,1.1085711435570387,,0.0
Congo,484,1981,17.8736388507926,1.0,1.0,484,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,,0.0,120.40613554561209,79.54816438356166,0.114,3.125,79.4,1.0,136.17747504447394,129.7654010385819,104.95282705877563,1.1394342831883648,0.34978817402262213,-0.7076396101573031,0.0
Equatorial Guinea,411,1981,0.0,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,120.40613554561209,,0.032,2.453,97.5,1.0,136.17747504447394,129.7654010385819,104.95282705877563,0.8973117652763521,,-1.6570383506500863,1.0
Gabon,481,1981,17.9630441836621,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,120.40613554561209,153.24964383561644,0.183,12.476,86.714,1.0,136.17747504447394,129.7654010385819,104.95282705877563,2.523806798745557,0.34978817402262213,-0.47590760591738307,1.0
Iran,630,1981,26.9572602616531,0.0,0.0,630,1.0,0.0,630.0,6.0,630.0,6.0,630.0,1.0,630.0,1.0,3.0,1.0,2.0,120.40613554561209,1321.0312328767125,0.122,5.508,92.0,1.0,136.17747504447394,129.7654010385819,104.95282705877563,1.7062015808664084,-0.906575738573916,0.5636908438988385,4.0
Iraq,645,1981,27.1091551096744,3.0,0.0,645,1.0,0.0,645.0,2.0,645.0,2.0,645.0,7.0,645.0,7.0,4.0,2.0,2.0,120.40613554561209,906.9068493150684,0.082,9.912,92.6,1.0,136.17747504447394,129.7654010385819,104.95282705877563,2.293746144326841,-0.906575738573916,0.34600939672152037,6.0
Kuwait,690,1981,46.2341064084909,2.0,0.0,690,0.0,25.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,120.40613554561209,1186.9999999999998,0.261,45.319,98.333,1.0,136.17747504447394,129.7654010385819,104.95282705877563,3.8137263706030358,0.8688244867729452,0.4999888860859474,1.0
Libya,620,1981,,8.0,0.0,620,1.0,0.0,620.0,55.0,620.0,55.0,620.0,9.0,620.0,9.0,1.0,2.0,0.0,120.40613554561209,1253.0,0.072,18.54,98.0,1.0,136.17747504447394,129.7654010385819,104.95282705877563,2.919930560137709,-0.906575738573916,0.532027411880194,3.0
Oman,698,1981,46.6170456761006,2.0,0.0,698,0.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,120.40613554561209,329.99999999999994,0.015,12.421,98.571,1.0,136.17747504447394,129.7654010385819,104.95282705877563,2.5193885885620566,0.46540330148207043,-0.15937039583132612,1.0
Qatar,694,1981,47.0368951632638,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,120.40613554561209,421.1095890410959,0.016,79.896,94.6,1.0,136.17747504447394,129.7654010385819,104.95282705877563,4.3807257889408335,-0.906575738573916,-0.04730524250076758,0.0
Saudi Arabia,670,1981,55.6440431663442,4.0,0.0,670,0.0,659.0,670.0,1.0,670.0,1.0,670.0,2.0,670.0,2.0,,2.0,0.0,120.40613554561209,10256.0,0.014,34.696,95.0,1.0,136.17747504447394,129.7654010385819,104.95282705877563,3.546624406533065,1.5423216914184688,2.110866623601629,2.0
United Arab Emirates,696,1981,33.037027439471,3.0,0.0,696,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,120.40613554561209,1540.2999999999995,0.017,148.159,95.333,1.0,136.17747504447394,129.7654010385819,104.95282705877563,4.998286021415049,-0.906575738573916,0.6577041760949037,0.0
Venezuela,101,1981,24.1805766481041,3.0,0.0,101,0.0,30.0,101.0,8.0,101.0,8.0,,0.0,,0.0,,2.0,0.0,120.40613554561209,2163.0,0.739,11.706,90.833,1.0,136.17747504447394,129.7654010385819,104.95282705877563,2.460101530869029,0.9242956489774293,0.8768010832087929,2.0
Yemen People's Republic,680,1981,,10.0,,,,16.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,1.0,120.40613554561209,,0.09,3.168,72.6,1.0,136.17747504447394,129.7654010385819,104.95282705877563,1.1531004739521795,0.7222808821994495,-1.6570383506500863,3.0
Algeria,615,1982,18.3348339984003,5.0,0.0,615,0.0,2.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,104.10374289174786,1039.6561643835616,0.204,10.151,74.0,1.0,120.40613554561209,120.22911782727795,111.77732962513873,2.317572222802294,-0.10996331867376945,0.42305808123897237,1.0
Angola,540,1982,4.09463309036246,4.0,0.0,540,0.0,0.0,540.0,1.0,540.0,1.0,540.0,6.0,540.0,6.0,2.0,,1.0,104.10374289174786,130.1317808219178,0.073,3.158,53.333,1.0,120.40613554561209,120.22911782727795,111.77732962513873,1.1499389158334503,-0.906575738573916,-0.536850839430327,2.0
Bahrain,692,1982,33.7423368813276,3.0,0.0,692,0.0,69.0,,0.0,,0.0,,0.0,,0.0,,,0.0,104.10374289174786,,0.049,17.924,94.0,1.0,120.40613554561209,120.22911782727795,111.77732962513873,2.8861405969238967,1.1466425773808868,,0.0
