StateNme,code,year,TX.VAL.FUEL.ZS.UN,kane,mie_init_2,mie_target_2,mie_init_4,mie_target_4,v2x_polyarchy,v2x_accountability,v2svstterr,e_gdp,e_gdppc,e_pop,e_pt_coup_attempts,v2ex_hogw,v2svindep,miller,opec,for_priv,dom_for_priv,dom_priv,dom_for_pub,dom_pub,revolutionaryleader,number,nsa,oil production - barrels,hog_right,leader_right,price,price_lagged1,rolling_mean_3,rolling_mean_5,milex,milper,cinc,event_x,log_gdppc,log_gdp,log_pop,troops_yj,prod_yj,right,share,cumulative_mean_share,id,ccode1,hostlev,days,price2023,event_y,tstart,tstop
United Arab Emirates,696.0,2000.0,93.843835816671,402.0,0.0,2.0,0.0,0.0,0.026,-0.89,95.2,31871.329,93.333,341.579,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2598.8979999999992,1.0,1.0,50.42165203172218,32.871145975795194,35.68713735136055,36.69104959565131,2997000.0,65.0,0.0024496678,,4.536173743066191,10.36946210720086,5.833578984614888,1.4323776445530545,0.8226443065417628,1.0,,0.6594444444444444,,,,,,,,
Venezuela,101.0,2000.0,86.08575944569013,28.0,3.0,2.0,1.0,0.0,0.577,0.513,91.231,23160.72,9.295,2492.028,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3111.6327625683057,0.0,0.0,50.42165203172218,32.871145975795194,35.68713735136055,36.69104959565131,1397000.0,56.0,0.0047308109,,2.2294766211734074,10.050213019286609,7.820852115799277,0.7173043429275159,0.9685221714416753,0.0,,0.20553622047244094,,,,,,,,
Yemen People's Republic,680.0,2000.0,,4.0,0.0,0.0,0.0,0.0,0.269,-0.068,73.8,4148.582,2.362,1756.965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,436.5019999999999,,,50.42165203172218,32.871145975795194,35.68713735136055,36.69104959565131,,,,,0.8595087177751706,8.330521868089539,7.47134316766996,-0.06759975520793451,-0.4674516874461469,,,,,,,,,,,
Algeria,615.0,2001.0,97.62207711840335,8.0,0.0,0.0,0.0,0.0,0.325,0.011,83.429,30992.288,9.2,3369.62,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1534.2477260273974,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,3149000.0,124.0,0.0043241167,,2.2192034840549946,10.341493678324301,8.122555257344644,0.23087061194390485,0.41294209994933206,0.0,,0.7195655172413793,,,,,,,,
Angola,540.0,2001.0,,0.0,2.0,7.0,2.0,6.0,0.159,-0.388,73.75,4572.993,2.814,1625.483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,742.0150684931507,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,1470000.0,130.0,0.0020281915,8.0,1.0346069586921973,8.42792319293307,7.393560281368755,-1.125178511956645,-0.11170996687602573,0.0,0.05,0.18899459459459458,,,,,,,,
Azerbaijan,373.0,2001.0,91.32828868380794,8.0,2.0,4.0,0.0,1.0,0.244,-0.548,83.462,3333.441,3.915,851.561,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,300.1553424657534,1.0,1.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,833000.0,72.0,0.0014365482,,1.3648153294427665,8.11176038278644,6.747071135822222,0.23087061194390485,-0.7053710573046857,1.0,,,,,,,,,,
Congo,484.0,2001.0,,0.0,0.0,0.0,0.0,0.0,0.158,-0.38,78.4,967.906,2.903,333.523,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,248.0,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,80000.0,10.0,0.00035064609,,1.0657446850424928,6.875134975123328,5.809711828494908,-1.125178511956645,-0.8225915511607893,0.0,0.0,0.03333333333333333,,,,,,,,
Gabon,481.0,2001.0,82.95036301559777,1.0,0.0,0.0,0.0,0.0,0.345,0.194,86.714,1393.638,10.497,132.778,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,262.00000000000006,1.0,1.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,120000.0,5.0,0.00016742646,,2.351089502053661,7.239672873235097,4.888678560668159,-0.6214032291776785,-0.789141090245251,1.0,,,,,,,,,,
Iran,630.0,2001.0,85.20511317771084,0.0,3.0,2.0,0.0,0.0,0.234,0.038,91.611,54636.158,7.799,7006.755,0.0,0.5,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3824.449999520548,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,4698000.0,513.0,0.013305077,,2.053995520348361,10.90845117698477,8.854629962724278,-1.125178511956645,1.139459869736063,0.0,,0.9761904761904762,,,,,,,,
Iraq,645.0,2001.0,95.0066887098728,9.0,11.0,37.0,11.0,35.0,0.146,-1.215,80.0,16879.82,6.035,2797.345,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2522.0,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,1372000.0,424.0,0.006408147,46.0,1.7975758545494949,9.733874104585983,7.93642603203803,0.28023324246145764,0.7986091991533838,0.0,,0.34517297297297295,440.0,645.0,4.0,1.0,50.27,1.0,0.0,1.0
Kazakhstan,705.0,2001.0,56.068162930916365,10.0,0.0,0.0,0.0,0.0,0.259,-0.225,98.333,14254.713,9.001,1583.729,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,841.4902465753426,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,1274000.0,64.0,0.0034189452,,2.1973356822749484,9.564842867857529,7.36753747187893,0.323867648988448,-0.024034184541667943,0.0,,0.330275,,,,,,,,
Kuwait,690.0,2001.0,93.23043312848785,4635.0,2.0,0.0,0.0,0.0,0.268,0.516,97.889,9456.88,42.85,220.747,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2183.543698630137,1.0,1.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,5029000.0,16.0,0.0020182715,,3.7577056450437887,9.154497797921577,5.397017249357749,1.8017649142100445,0.6844640925204156,1.0,,1.0,,,,,,,,
Laos,812.0,2001.0,,3.0,0.0,0.0,0.0,0.0,0.088,-1.134,95.429,1279.871,2.232,573.567,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,2.0,0.0,,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,19000.0,29.0,0.00045460404,,0.8028980445190645,7.154514570584891,6.351874756249664,-0.19191070621868872,,0.0,,,,,,,,,,
Libya,620.0,2001.0,,0.0,0.0,0.0,0.0,0.0,0.072,-1.305,93.111,7972.935,14.047,567.706,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1427.7246000000002,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,546000.0,76.0,0.0018050604,,2.642408849848773,8.983807959954527,6.34160367908331,-1.125178511956645,0.3589468125787923,0.0,0.0,0.5806451612903226,,,,,,,,
Nigeria,475.0,2001.0,99.6564978061324,12.0,0.0,0.0,0.0,0.0,0.478,0.845,82.75,24047.398,1.906,12617.555,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2157.497304109589,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,516000.0,78.0,0.0067733093,,0.6450068052320104,10.08778207841262,9.442844377230081,0.3980760452837827,0.6750453981843721,0.0,1.0,0.6872532467532467,,,,,,,,
Oman,698.0,2001.0,80.55570041954945,756.0,0.0,0.0,0.0,0.0,0.103,-0.535,96.667,5297.45,21.831,242.707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,955.7775342465752,1.0,1.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,2831000.0,43.0,0.0011339883,,3.083330978033059,8.574980851683566,5.491854954508634,1.5483880581299938,0.06605439482162177,1.0,1.0,0.8300000000000001,,,,,,,,
Qatar,694.0,2001.0,92.43095985703206,235.0,0.0,0.0,0.0,0.0,0.02,-1.118,98.667,4063.694,62.616,64.915,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,855.7909735324499,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,1243000.0,12.0,0.00088934344,,4.137020836502537,8.309847691147896,4.1730787218122165,1.3198023296322845,-0.012190715006346265,0.0,,0.7692307692307693,,,,,,,,
Russia,365.0,2001.0,51.81036604904272,93.0,15.0,6.0,1.0,1.0,0.374,0.284,98.333,198347.659,12.862,15423.973,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7105.859497260273,1.0,1.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,63684000.0,977.0,0.053511951,2.0,2.5542772277126713,12.197776623503279,9.643678266330122,1.090541397882025,1.6784024680981013,1.0,1.0,0.9000048780487805,,,,,,,,
Saudi Arabia,670.0,2001.0,89.47096954187307,7114.0,1.0,2.0,1.0,2.0,0.018,-1.179,99.091,50130.852,22.472,2231.355,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,8935.030315576923,1.0,1.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,24266000.0,201.0,0.011566445,3.0,3.1122700898019424,10.822391905924013,7.710364303244247,1.8477279987036777,1.8877838386736852,1.0,,1.0,,,,,,,,
Syria,652.0,2001.0,77.43664571036987,9.0,2.0,4.0,0.0,2.0,0.153,-1.111,88.636,6421.652,3.874,1657.698,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,613.0,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,1884000.0,321.0,0.0045744041,,1.354287564984804,8.767430684454943,7.413185171939172,0.28023324246145764,-0.2423580272047383,0.0,,0.0,,,,,,,,
Syria,652.0,2001.0,77.43664571036987,9.0,2.0,4.0,0.0,2.0,0.153,-1.111,88.636,6421.652,3.874,1657.698,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,613.0,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,1884000.0,321.0,0.0045744041,,1.354287564984804,8.767430684454943,7.413185171939172,0.28023324246145764,-0.2423580272047383,0.0,,0.0,,,,,,,,
Trinidad and Tobago,52.0,2001.0,51.89081910082268,7.0,0.0,0.0,0.0,0.0,0.734,1.297,98.5,2363.545,17.784,132.924,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,134.05419452054792,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,67000.0,3.0,0.00052075664,,2.8782991766618955,7.767917889612016,4.889777536322796,0.17425221122363588,-1.1824792909744004,0.0,0.0,0.09421052631578948,,,,,,,,
Turkmenistan,701.0,2001.0,,7.0,0.0,0.0,0.0,0.0,0.071,-1.693,99.111,3285.72,6.611,497.067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,155.90136986301368,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,222000.0,18.0,0.00070873881,,1.888734928351441,8.097341084984896,6.20872482586385,0.17425221122363588,-1.0966410121321553,0.0,,1.0,,,,,,,,
United Arab Emirates,696.0,2001.0,91.78319707684402,204.0,0.0,0.0,0.0,0.0,0.026,-0.893,95.2,33327.802,92.815,359.188,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2540.722,1.0,1.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,3070000.0,65.0,0.0025073441,,4.530608264661186,10.414147222532554,5.883845928297616,1.2877987223801806,0.8045198848205471,1.0,,0.6594444444444444,,,,,,,,
Venezuela,101.0,2001.0,83.04456360852822,31.0,0.0,0.0,0.0,0.0,0.533,0.482,91.231,23497.881,9.246,2541.825,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3174.4310418504756,0.0,0.0,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,1896000.0,82.0,0.0051687718,,2.2241910255660335,10.064665525853906,7.840637605949212,0.7525646598397971,0.984900513708774,0.0,,0.20553622047244094,,,,,,,,
Yemen People's Republic,680.0,2001.0,94.73885998299072,3.0,0.0,0.0,0.0,0.0,0.268,-0.074,73.8,4514.425,2.479,1821.947,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,452.87206575342464,,,42.06377429469495,50.42165203172218,41.78552410073744,37.07355760684759,,,,,0.9078552530530535,8.415033104474082,7.507660988483531,-0.19191070621868872,-0.44348310930814755,,,,,,,,,,,
Algeria,615.0,2002.0,96.8525631108902,8.0,0.0,0.0,0.0,0.0,0.327,0.044,83.429,32599.255,9.553,3413.466,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1653.0146849315067,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,2098000.0,136.0,0.0038494668,,2.2568552412878713,10.392044714332934,8.13548347635758,0.23087061194390485,0.46937383751791184,0.0,,0.7195655172413793,,,,,,,,
Angola,540.0,2002.0,,0.0,0.0,4.0,0.0,4.0,0.165,-0.394,73.75,5092.379,3.024,1684.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,905.4410958904108,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,1000000.0,100.0,0.001871864,,1.1065804583172865,8.53550038738667,7.429087514491951,-1.125178511956645,0.027616339235116638,0.0,0.4,0.19857,,,,,,,,
Azerbaijan,373.0,2002.0,88.92083001282981,10.0,1.0,4.0,0.0,3.0,0.241,-0.553,83.462,3595.55,4.188,858.891,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,307.0395890410959,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,900000.0,72.0,0.0014775142,,1.4322232930082903,8.187452248717586,6.755642022198243,0.323867648988448,-0.6912652920723558,1.0,,,,,,,,,,
Congo,484.0,2002.0,,0.0,0.0,0.0,0.0,0.0,0.206,-0.326,84.6,1017.12,2.967,342.977,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,238.0,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,,10.0,0.00043352239,,1.0875513413086848,6.924730383188098,5.837663389524041,-1.125178511956645,-0.8475172067420667,0.0,,0.03333333333333333,,,,,,,,
Gabon,481.0,2002.0,83.81784880297026,1.0,0.0,0.0,0.0,0.0,0.349,0.19,86.714,1426.893,10.512,135.768,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,256.00000000000006,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,13000.0,5.0,0.0001626837,,2.352517461742255,7.263254632184781,4.9109475467089645,-0.6214032291776785,-0.8032796549484815,1.0,,,,,,,,,,
Iran,630.0,2002.0,70.30798978925708,0.0,5.0,1.0,0.0,0.0,0.232,-0.006,91.611,59521.843,8.374,7110.517,0.0,0.5,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3616.9205478630142,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,3077000.0,520.0,0.012995043,,2.1251316675969516,10.994098633409306,8.869330234640355,-1.125178511956645,1.0928157643624563,0.0,,0.9761904761904762,,,,,,,,
Iraq,645.0,2002.0,95.09549144150944,2892.0,1.0,8.0,0.0,4.0,0.146,-1.086,80.0,16195.374,5.719,2832.454,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2116.0,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,,389.0,0.0066737635,,1.7437939649331793,9.69248092488617,7.948898752699681,1.745640327028632,0.659830072563713,0.0,,0.34517297297297295,,,,,,,,
Kazakhstan,705.0,2002.0,58.296841242214434,6.0,1.0,0.0,0.0,0.0,0.255,-0.259,98.333,15662.243,9.858,1589.088,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,992.578,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,1500000.0,60.0,0.00326704,,2.288283308283186,9.659008190450388,7.370915545745865,0.10817956814405515,0.09304163355603874,0.0,0.25,0.3233942857142857,,,,,,,,
Kuwait,690.0,2002.0,92.4986204166316,11112.0,1.0,0.0,0.0,0.0,0.281,0.555,97.889,10076.407,44.682,225.577,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2026.551095890411,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,3477000.0,16.0,0.0018246238,,3.7995707359565634,9.217952029669826,5.4186615640720035,1.89099703692889,0.6261160517734496,1.0,,1.0,,,,,,,,
Laos,812.0,2002.0,,2.0,0.0,0.0,0.0,0.0,0.091,-1.121,95.429,1367.395,2.342,583.967,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,2.0,0.0,,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,11000.0,29.0,0.00045591503,,0.8510052651755257,7.220662748898487,6.36984447438234,-0.3618909283587072,,0.0,,,,,,,,,,
Libya,620.0,2002.0,,0.0,1.0,0.0,1.0,0.0,0.072,-1.313,93.111,8208.407,14.246,576.298,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1374.88047,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,475000.0,76.0,0.0015956082,,2.656476165556162,9.012914151951197,6.3566248880218845,-1.125178511956645,0.3308283509937462,0.0,,0.5806451612903226,,,,,,,,
Nigeria,475.0,2002.0,94.03746348536669,11.0,0.0,0.0,0.0,0.0,0.478,0.849,82.75,28190.602,2.147,13132.008,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1951.110821917808,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,901000.0,78.0,0.0077090287,,0.7640715188966439,10.2467439389706,9.4828078878202,0.3628755606183638,0.5966450068686753,0.0,0.0,0.6825126582278481,,,,,,,,
Oman,698.0,2002.0,77.47155182848815,5087.0,0.0,0.0,0.0,0.0,0.15,-0.524,96.667,5525.783,22.4,246.779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,897.3775342465752,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,2518000.0,42.0,0.0011387607,,3.109060958860994,8.617180235801714,5.5084931992699415,1.8121362326612829,0.021284449362921794,1.0,,0.8300000000000001,,,,,,,,
Qatar,694.0,2002.0,89.30488176700362,4962.0,0.0,0.0,0.0,0.0,0.019,-1.122,98.667,4478.993,65.921,67.958,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,801.6554637813408,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,1855000.0,12.0,0.0010268277,,4.188457055389067,8.407153523357229,4.21888986729476,1.8093849414870515,-0.0579859215668346,0.0,,0.7692307692307693,,,,,,,,
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,371.0,365.0,4.0,2.0,39.82,0.0,0.0,1.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,371.0,365.0,4.0,2.0,39.82,1.0,1.0,2.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,44.95,0.0,0.0,1.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,46.46,0.0,1.0,2.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,45.76,0.0,2.0,3.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,44.9,0.0,3.0,4.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,45.51,0.0,4.0,5.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,45.51,0.0,5.0,6.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,45.51,0.0,6.0,7.0
Russia,365.0,2002.0,52.48838158526671,78.0,17.0,6.0,3.0,0.0,0.35,0.195,98.333,208539.726,13.617,15318.117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,7754.790855616438,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,50800000.0,988.0,0.049559519,,2.611319012142438,12.247884834446106,9.636791524513225,1.0415222613885606,1.7576242240569295,1.0,0.0,0.8966394230769231,372.0,365.0,4.0,8.0,44.97,1.0,7.0,8.0
Saudi Arabia,670.0,2002.0,89.63268194567097,7622.0,1.0,0.0,0.0,0.0,0.018,-1.185,99.091,52156.946,22.673,2301.03,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,8206.500315576923,1.0,1.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,18502000.0,200.0,0.01048104,,3.1211747892445056,10.862012644272884,7.741112127760022,1.854713685152996,1.8093817594336774,1.0,,1.0,,,,,,,,
Syria,652.0,2002.0,72.16647493678697,9.0,0.0,0.0,0.0,0.0,0.15,-1.142,88.636,7138.526,4.175,1710.145,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,677.0,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,1064000.0,319.0,0.0042112763,,1.4291143583028187,8.873261591444397,7.4443334412234226,0.28023324246145764,-0.1748003256423291,0.0,,0.0,,,,,,,,
Syria,652.0,2002.0,72.16647493678697,9.0,0.0,0.0,0.0,0.0,0.15,-1.142,88.636,7138.526,4.175,1710.145,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,677.0,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,1064000.0,319.0,0.0042112763,,1.4291143583028187,8.873261591444397,7.4443334412234226,0.28023324246145764,-0.1748003256423291,0.0,,0.0,,,,,,,,
Trinidad and Tobago,52.0,2002.0,60.082971131921234,5.0,0.0,0.0,0.0,0.0,0.743,1.321,98.5,2550.832,19.137,133.336,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,154.2251287671233,0.0,0.0,42.388467738015144,42.06377429469495,44.957964688144095,38.30273081735835,28000.0,3.0,0.00053944386,,2.951623633927928,7.844174859446323,4.892872258239875,0.029335942094017995,-1.1028401171857385,0.0,,0.09421052631578948,,,,,,,,
